video_id,title,description,url,channel_id,channel_title,published_at,view_count,like_count,comment_count,duration,thumbnail_url,content_type,metadata,keyword
_oeVU76YVU0,"Pancing Polemik Politik, Bahlil Usulkan Kepala Daerah Dipilih DPRD ke Prabowo",Ketua Umum Partai Golkar Bahlil Lahadalia mengusulkan agar pemilihan kepala daerah (pilkada) dipilih oleh DPRD pada saat ...,https://www.youtube.com/watch?v=_oeVU76YVU0,UCJpdpj9hNhaYBRGusGv7CjQ,Tribun Jateng,1 bulan yang lalu,0,0,0,2.49,https://i.ytimg.com/vi/_oeVU76YVU0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlrD-PG7gnbh4mAwuePETzgVL5Aw,video,"{'scraped_at': '2026-01-08T16:17:16.264855', 'scraper': 'youtube', 'keywords': ['mengusulkan', 'golkar', 'partai', 'ketua', 'pilkada', 'pemilihan', 'pancing', 'polemik', 'dipilih', 'umum'], 'language': 'id'}",gubernur dipilih DPRD
EwGZ_xBNWCE,"Wacana Kepala Daerah Dipilih DPRD Mencuat Lagi, Bagaimana Riwayatnya?",Wacana pemilihan kepala daerah (Pilkada) dilakukan oleh Dewan Perwakilan Rakyat Daerah ( DPRD ) kembali mencuat di HUT ...,https://www.youtube.com/watch?v=EwGZ_xBNWCE,UCovqoUzPm9_s6mMt9OiWKpA,Harian Kompas,1 bulan yang lalu,0,0,0,4.11,https://i.ytimg.com/vi/EwGZ_xBNWCE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXyUFBj1SMJgdlAuO_Nmq7FngZsg,video,"{'scraped_at': '2026-01-08T16:22:16.069383', 'scraper': 'youtube', 'keywords': ['daerah', 'dprd', 'bagaimana', 'dewan', 'dipilih', 'kepala', 'rakyat', 'pemilihan', 'oleh', 'mencuat'], 'language': 'id'}",pemilihan kepala daerah DPRD
7CQcSkrO15w,"Beda Pendapat Bivitri Susanti,Komisi II DPR F PKB soal Kepala Daerah Dipilih DPRD",KOMPAS TV Sejumlah partai politik secara terbuka mendukung usulan pemilihan kepala daerah dilakukan melalui DPRD .,https://www.youtube.com/watch?v=7CQcSkrO15w,UCy4fLUWnyddMCJfiXxtQ51w,KOMPASTV LAMPUNG,6 hari yang lalu,0,0,0,20.39,https://i.ytimg.com/vi/7CQcSkrO15w/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmQB2tfTvt2Zbbvq0Pp1UBv_AFdw,video,"{'scraped_at': '2026-01-08T16:22:16.069383', 'scraper': 'youtube', 'keywords': ['usulan', 'dpr', 'soal', 'susanti', 'partai', 'pemilihan', 'dipilih', 'pendapat', 'melalui', 'kompas'], 'language': 'id'}",pemilihan kepala daerah DPRD
BU9-JLtWNIs,Hampir Pasti Pemilihan Kepala Daerah Melalui DPRD Sah di Senayan!,"Jika tak ada perubahan mendadak, hampir pasti usul pemilihan kepala daerah atau pilkada melalui DPRD akan terwujud. Kepala ...",https://www.youtube.com/watch?v=BU9-JLtWNIs,UCfI9Bk6ZfNXZ2mg3QZoF5Lw,Tribun Jambi,1 hari yang lalu,0,0,0,1.39,https://i.ytimg.com/vi/BU9-JLtWNIs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClMHLx1SMoBGpruYYGMXQR-t8F4g,video,"{'scraped_at': '2026-01-08T16:22:16.069383', 'scraper': 'youtube', 'keywords': ['atau', 'senayan', 'ada', 'pilkada', 'pemilihan', 'pasti', 'mendadak', 'melalui', 'jika', 'tak'], 'language': 'id'}",pemilihan kepala daerah DPRD
rXkXG4UK-eY,"Mahfud MD Tegas Tolak Wacana Kepala Daerah Dipilih oleh DPRD, Desak Segera Revisi UU","Mahfud MD Tegas Tolak Wacana Kepala Daerah Dipilih oleh DPRD , Desak Segera Revisi UU Program: Kabar Internasional ...",https://www.youtube.com/watch?v=rXkXG4UK-eY,UCfI9Bk6ZfNXZ2mg3QZoF5Lw,Tribun Jambi,4 hari yang lalu,0,0,0,1.29,https://i.ytimg.com/vi/rXkXG4UK-eY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmSO0ZYM3Q85CcYdwar8ufhKZi3w,video,"{'scraped_at': '2026-01-08T16:22:16.070873', 'scraper': 'youtube', 'keywords': ['revisi', 'mahfud', 'daerah', 'dprd', 'internasional', 'kabar', 'dipilih', 'kepala', 'wacana', 'desak'], 'language': 'id'}",pemilihan kepala daerah DPRD
WYwxIonpoZE,"Alasan Mahfud MD Tegas Tolak Wacana Kepala Daerah Dipilih oleh DPRD, Desak Segera Revisi UU",Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru TRIBUN-VIDEO.COM- Eks ...,https://www.youtube.com/watch?v=WYwxIonpoZE,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,5 hari yang lalu,0,0,0,1.53,https://i.ytimg.com/vi/WYwxIonpoZE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJ_IvtgZaOugsGWVfWxy5TCuD7aQ,video,"{'scraped_at': '2026-01-08T16:22:16.070873', 'scraper': 'youtube', 'keywords': ['play', 'tribun', 'mahfud', 'atau', 'segera', 'com', 'dipilih', 'oleh', 'alasan', 'aplikasi'], 'language': 'id'}",pemilihan kepala daerah DPRD
tGP_qishoxE,Mendagri Setuju Usulan Kepala Daerah Dipilih oleh DPRD | Kabar Merah Putih tvOne,"Kabar Merah Putih, - Mendagri Setuju Usulan Kepala Daerah Dipilih oleh DPRD | Kabar Merah Putih ...",https://www.youtube.com/watch?v=tGP_qishoxE,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews,1 tahun yang lalu,0,0,0,2.12,https://i.ytimg.com/vi/tGP_qishoxE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLACij9fUJJg5uTxBl1V-xJCFdqtxA,video,"{'scraped_at': '2026-01-08T16:22:16.070873', 'scraper': 'youtube', 'keywords': ['daerah', 'tvone', 'usulan', 'setuju', 'dprd', 'dipilih', 'kepala', 'kabar', 'https', 'www'], 'language': 'id'}",pemilihan kepala daerah DPRD
I7idp93D_PE,Respons KPU RI Seusai Presiden Prabowo Usulkan Kepala Daerah Dipilih oleh DPRD,Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru TRIBUN-VIDEO.COM - Komisi ...,https://www.youtube.com/watch?v=I7idp93D_PE,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,1 tahun yang lalu,0,0,0,4.04,https://i.ytimg.com/vi/I7idp93D_PE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD8mKzpKStwKGHMRa5VsD5o1nBixg,video,"{'scraped_at': '2026-01-08T16:22:16.070873', 'scraper': 'youtube', 'keywords': ['play', 'tribun', 'kpu', 'atau', 'com', 'dipilih', 'oleh', 'aplikasi', 'tribunx', 'store'], 'language': 'id'}",pemilihan kepala daerah DPRD
_sg9jKlaA1g,Golkar Sudah Lakukan Kajian soal Kepala Daerah Dipilih DPRD,Sekjen Partai Golkar Sarmuji menyatakan partainya sudah melakukan kajian yang cukup jauh mengenai wacana kepala daerah ...,https://www.youtube.com/watch?v=_sg9jKlaA1g,UCKII0Ml9S5wneKbHswmUrIQ,CNN Indonesia,2 minggu yang lalu,0,0,0,3.57,https://i.ytimg.com/vi/_sg9jKlaA1g/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBuEMBu61HmJITFVBAIb7H5PFiurQ,video,"{'scraped_at': '2026-01-08T16:22:16.072315', 'scraper': 'youtube', 'keywords': ['menyatakan', 'melakukan', 'soal', 'kajian', 'golkar', 'partai', 'dipilih', 'sekjen', 'sudah', 'daerah'], 'language': 'id'}",pemilihan kepala daerah DPRD
gzaD7XKhmDk,"Pro-Kontra DPRD Pilih Kepala Daerah, Begini Kata Mendagri-Eks Ketua MK",mendagri kepaladaerah # dprd KOMPAS.TV - Menteri Dalam Negeri Tito Karnavian membuka peluang pemilihan kepala daerah ...,https://www.youtube.com/watch?v=gzaD7XKhmDk,UCrWOD3pt2FZp5qvG5J_U48A,Kompas Tv Bangka,5 bulan yang lalu,0,0,0,3.03,https://i.ytimg.com/vi/gzaD7XKhmDk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4Byx4DryUZ8uRm6Ru4XZ50t3bVw,video,"{'scraped_at': '2026-01-08T16:22:16.072315', 'scraper': 'youtube', 'keywords': ['kata', 'kepaladaerah', 'dalam', 'ketua', 'pemilihan', 'begini', 'kompas', 'peluang', 'negeri', 'mendagri'], 'language': 'id'}",pemilihan kepala daerah DPRD
Ex2gUIG46e8,Pemilu Bersejarah New York 2025: Bagaimana Sistem Pemungutan Suara Berperingkat Mengubah Permainan,"Pada bulan Juni, Kota New York menggunakan sistem pemungutan suara berperingkat (ranked choice voting/RCV) dalam pemilihan ...",https://www.youtube.com/watch?v=Ex2gUIG46e8,UCb8R3tlbcYaE5J5-HUBf7mw,FairVote,3 minggu yang lalu,0,0,0,1.36,https://i.ytimg.com/vi/Ex2gUIG46e8/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARheIF4oXjAP&rs=AOn4CLCYXzZejO5VK-yLA0JEneaokeonSw,video,"{'scraped_at': '2026-01-08T16:22:16.072315', 'scraper': 'youtube', 'keywords': ['choice', 'rcv', 'bagaimana', 'bulan', 'dalam', 'pemilihan', 'pemilu', 'sistem', 'voting', 'juni'], 'language': 'id'}",pemilihan kepala daerah DPRD
_8-s0z36F9M,Calon-calon dalam Pemilihan Khusus Distrik ke-35 Michigan michigan pemilu primer kandidat,"Anggota DPR Kristen McDonald Rivet sebelumnya mewakili Distrik ke-35 Michigan, sebelum pindah untuk melayani distrik kongres ...",https://www.youtube.com/watch?v=_8-s0z36F9M,UCiO61Z2BTd18ovzJ4syJJpQ,Michigan Public,7 hari yang lalu,0,0,0,1.46,https://i.ytimg.com/vi/_8-s0z36F9M/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIFMoSjAP&rs=AOn4CLBsRPt9IXuPzUtyGObu6Zyybjs68w,video,"{'scraped_at': '2026-01-08T16:22:16.073793', 'scraper': 'youtube', 'keywords': ['dpr', 'mcdonald', 'dalam', 'anggota', 'pindah', 'pemilihan', 'pemilu', 'sebelum', 'mewakili', 'kristen'], 'language': 'id'}",pemilihan kepala daerah DPRD
EAuoXLwrZCI,"Dulu Diperjuangkan SBY, Kini Demokrat Pilih Dukung Pilkada via DPRD: Satu Barisan dengan Prabowo",Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru TRIBUN-VIDEO.COM - Susilo ...,https://www.youtube.com/watch?v=EAuoXLwrZCI,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,1 hari yang lalu,0,0,0,1.18,https://i.ytimg.com/vi/EAuoXLwrZCI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZuM9FaF8cj7UCxWgDmwm2nR_qgw,video,"{'scraped_at': '2026-01-08T16:28:10.488557', 'scraper': 'youtube', 'keywords': ['play', 'tribun', 'atau', 'sby', 'satu', 'pilkada', 'barisan', 'com', 'dulu', 'aplikasi'], 'language': 'id'}",pilih gubernur lewat DPRD
4hRSCwHSQsc,"Wacana Pilkada Lewat DPRD, Ketua Komisi II DPR: Sekalian Gubernur Ditunjuk Pemerintah Pusat Saja","Menanggapi munculnya wacana untuk mengembalikan pemilihan kepala daerah (Pilkada) lewat DPRD , Ketua Komisi II DPR RI, ...",https://www.youtube.com/watch?v=4hRSCwHSQsc,UCxSudhpuhNcwk7bmwJBPflQ,Fristian Griec Media,11 bulan yang lalu,0,0,0,1.35,https://i.ytimg.com/vi/4hRSCwHSQsc/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARh_IDgoLzAP&rs=AOn4CLDLMTFROaBDqe7a-DVjIPVs-L3ITA,video,"{'scraped_at': '2026-01-08T16:28:10.489063', 'scraper': 'youtube', 'keywords': ['dpr', 'gubernur', 'pemerintah', 'ketua', 'pilkada', 'pemilihan', 'pusat', 'menanggapi', 'daerah', 'kepala'], 'language': 'id'}",pilih gubernur lewat DPRD
ZFvd0-H3P3Q,"Sebut Pilkada Mahal, Presiden Prabowo Lempar Wacana Kepala Daerah Kembali Dipilih oleh DPRD","JAKARTA, KOMPAS.TV - Presiden Prabowo Subianto melempar wacana kepala daerah kembali dipilih oleh DPRD . Alasannya ...",https://www.youtube.com/watch?v=ZFvd0-H3P3Q,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,1 tahun yang lalu,0,0,0,3.33,https://i.ytimg.com/vi/ZFvd0-H3P3Q/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSyE2oCxwNzJgXd1Cfg77ca4idqw,video,"{'scraped_at': '2026-01-08T16:28:10.489063', 'scraper': 'youtube', 'keywords': ['presiden', 'daerah', 'dprd', 'lempar', 'sebut', 'kepala', 'dipilih', 'alasannya', 'oleh', 'kembali'], 'language': 'id'}",pilih gubernur lewat DPRD
THe-oVKUug0,Gubernur terpilih Virginia mengatakan kepada WTOP bahwa perintah eksekutif pertama akan fokus pad...,"Gubernur Virginia terpilih, Abigail Spanberger, telah mengukir sejarah di Persemakmuran, bahkan tanpa menjabat. Dalam ...",https://www.youtube.com/watch?v=THe-oVKUug0,UCIFD9TMCLBXvJJMe2OpCtCA,WTOP News,2 bulan yang lalu,0,0,0,0.59,https://i.ytimg.com/vi/THe-oVKUug0/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARg5ID0ofzAP&rs=AOn4CLCZa82bRb4Np7V2pmVnc-_KmFSL5A,video,"{'scraped_at': '2026-01-08T16:28:10.489063', 'scraper': 'youtube', 'keywords': ['mengukir', 'bahwa', 'telah', 'persemakmuran', 'terpilih', 'gubernur', 'pertama', 'wtop', 'dalam', 'eksekutif'], 'language': 'id'}",pilih gubernur lewat DPRD
AmaUJBygOc4,Wakil gubernur baru Virginia tentang kemenangan bersejarahnya,Hashmi adalah orang India-Amerika pertama yang memenangkan jabatan di tingkat negara bagian Virginia. Ia juga merupakan ...,https://www.youtube.com/watch?v=AmaUJBygOc4,UCIFD9TMCLBXvJJMe2OpCtCA,WTOP News,2 bulan yang lalu,0,0,0,0.38,https://i.ytimg.com/vi/AmaUJBygOc4/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIF4oNzAP&rs=AOn4CLBYxMttK1g5me4A-qw4vzaG-iOFmg,video,"{'scraped_at': '2026-01-08T16:28:10.490070', 'scraper': 'youtube', 'keywords': ['jabatan', 'gubernur', 'pertama', 'memenangkan', 'bersejarahnya', 'virginia', 'tingkat', 'kemenangan', 'amerika', 'india'], 'language': 'id'}",pilih gubernur lewat DPRD
-FhXN1VuJMk,"Upaya DPR untuk Revisi UU Pilkada Sehari Setelah Putusan MK, Kenapa Terburu-Buru? | NI LUH VODCAST","JAKARTA, KOMPAS.TV - Sehari setelah Putusan MK, DPR mengadakan rapat untuk Revisi UU Pilkada . RUU Pilkada ini ...",https://www.youtube.com/watch?v=-FhXN1VuJMk,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,1 tahun yang lalu,0,0,0,2.47,https://i.ytimg.com/vi/-FhXN1VuJMk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD_Bv9SxWO385biFzGG1Z351PMFVg,video,"{'scraped_at': '2026-01-08T16:33:12.137212', 'scraper': 'youtube', 'keywords': ['vodcast', 'revisi', 'kenapa', 'setelah', 'dpr', 'rapat', 'buru', 'jakarta', 'sehari', 'mengadakan'], 'language': 'id'}",revisi UU Pilkada
hN9V74fuDP4,"Singgung Revisi UU Pilkada, Adian: Kebijakan Lebih Merusak daripada Vandalisme","Politisi PDI Perjuangan, Adian Napipulu menyinggung aksi demo yang dilakukan mahasiswa dan masyarakat pada tanggal 22 ...",https://www.youtube.com/watch?v=hN9V74fuDP4,UCoSkllfpgmFHtbVK835QaQg,Official iNews,1 tahun yang lalu,0,0,0,1.00,https://i.ytimg.com/vi/hN9V74fuDP4/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARgqID0ofzAP&rs=AOn4CLBdgVSWTmKVlWUwse_hCSx-bDyN1Q,video,"{'scraped_at': '2026-01-08T16:33:12.137212', 'scraper': 'youtube', 'keywords': ['politisi', 'perjuangan', 'adian', 'menyinggung', 'vandalisme', 'mahasiswa', 'daripada', 'pilkada', 'demo', 'tanggal'], 'language': 'id'}",revisi UU Pilkada
MeecR2GxM34,"Tak Sesuai Putusan MK, Revisi UU Pilkada Memperumit Penyelenggaraan Pilkada 2024",Revisi Undang-Undang Pilkada yang tidak sesuai perintah putusan Mahkamah Konstitusi dinilai akan memperumit ...,https://www.youtube.com/watch?v=MeecR2GxM34,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,1 tahun yang lalu,0,0,0,2.28,https://i.ytimg.com/vi/MeecR2GxM34/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCifeWIoP31Gt7s6zdGuVkdNDzKow,video,"{'scraped_at': '2026-01-08T16:33:12.137212', 'scraper': 'youtube', 'keywords': ['revisi', 'konstitusi', 'sesuai', 'penyelenggaraan', '2024', 'dinilai', 'putusan', 'tak', 'mahkamah', 'pilkada'], 'language': 'id'}",revisi UU Pilkada
HGXVEF01ZoQ,"DPR Batal Sahkan Revisi UU Pilkada, Pilkada 2024 ikuti Putusan MK",tribuntimur tribunviral kaesangpangarep pilkada2024 # pilkada Download aplikasi berita TribunX di Play Store atau App Store ...,https://www.youtube.com/watch?v=HGXVEF01ZoQ,UCK6c4qk3hRaa6fMIEZrhiXQ,Tribun Timur,1 tahun yang lalu,0,0,0,1.30,https://i.ytimg.com/vi/HGXVEF01ZoQ/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAsAHigIMCAAQARhyIE8oRDAP&rs=AOn4CLBGzhW-zI0fegigBTYUbEqxUxcQng,video,"{'scraped_at': '2026-01-08T16:33:12.137212', 'scraper': 'youtube', 'keywords': ['play', 'atau', 'dpr', 'pilkada2024', 'pilkada', 'kaesangpangarep', 'ikuti', 'aplikasi', 'tribunviral', 'tribunx'], 'language': 'id'}",revisi UU Pilkada
Ks7AiO8NnAA,"KRITIKAN PEDAS Mahfud MD soal Revisi UU Pilkada 2024: Kampungan, Itu Hanya Upaya Loloskan Kaesang",Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru TRIBUN-VIDEO.COM - Mantan ...,https://www.youtube.com/watch?v=Ks7AiO8NnAA,UCqRS-Wm53X4Kif3UFFBSYlQ,Tribun Banten,1 tahun yang lalu,0,0,0,0.56,https://i.ytimg.com/vi/Ks7AiO8NnAA/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhyIEQoMjAP&rs=AOn4CLDjZhuoubL4b7OmV8F8IOxcWS7jVA,video,"{'scraped_at': '2026-01-08T16:33:12.137212', 'scraper': 'youtube', 'keywords': ['play', 'tribun', 'mahfud', 'atau', 'soal', 'kampungan', 'pilkada', 'loloskan', 'com', 'hanya'], 'language': 'id'}",revisi UU Pilkada
fpNmCsFD67Y,PDI-P Kritik Pedas Baleg DPR: Revisi UU Pilkada Tak Masuk Akal Sehat!,Anggota Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) Fraksi PDI-P Arteria Dahlan menyebut Badan Legislasi (Baleg) ...,https://www.youtube.com/watch?v=fpNmCsFD67Y,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,1 tahun yang lalu,0,0,0,2.21,https://i.ytimg.com/vi/fpNmCsFD67Y/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlLJJG6tm-TuyZGB9wd9cfqFxdaQ,video,"{'scraped_at': '2026-01-08T16:33:12.138446', 'scraper': 'youtube', 'keywords': ['dpr', 'kritik', 'akal', 'anggota', 'pilkada', 'arteria', 'republik', 'baleg', 'sehat', 'rakyat'], 'language': 'id'}",revisi UU Pilkada
tx8-fmOoijc,"[Breaking News] Revisi UU Pilkada Batal Disahkan | Kamis, 22 Agustus 2024","[LIVE NOW] Revisi UU Pilkada Batal Disahkan | Kamis, 22 Agustus 2024 Website: Profile: ...",https://www.youtube.com/watch?v=tx8-fmOoijc,UCGfXjFgIUUTUUlzdG6BenXA,SINDOnews,Streaming 1 tahun yang lalu,0,0,0,14.18,https://i.ytimg.com/vi/tx8-fmOoijc/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1k65K0xtQgbQPLGVZvI9okfPgOQ,video,"{'scraped_at': '2026-01-08T16:33:12.138446', 'scraper': 'youtube', 'keywords': ['batal', 'revisi', 'https', 'com', 'news', 'sindonews', 'agustus', 'now', 'www', '2024'], 'language': 'id'}",revisi UU Pilkada
BerPe99gI4o,"Beri Respon Putusan MK tentang Revisi UU Pilkada, Jokowi: Si Tukang Kayu Terus Dikaitkan","revisiuupilkada kawalputusanmk aksitolakrevisiuupilkada JAKARTA, KOMPAS.TV - Presiden Joko Widodo merespons putusan ...",https://www.youtube.com/watch?v=BerPe99gI4o,UC7gVU6HkjK3UIadwNGGiA7Q,KOMPASTV JAWA BARAT,1 tahun yang lalu,0,0,0,2.57,https://i.ytimg.com/vi/BerPe99gI4o/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6ZMLIKFuAyCZfaNXCXVFNZoKKSA,video,"{'scraped_at': '2026-01-08T16:33:12.138446', 'scraper': 'youtube', 'keywords': ['widodo', 'jokowi', 'pilkada', 'aksitolakrevisiuupilkada', 'dikaitkan', 'terus', 'joko', 'kompas', 'tukang', 'merespons'], 'language': 'id'}",revisi UU Pilkada
95eXeSvW5ds,Ini Alasan DPR Batalkan Revisi UU Pilkada | Kabar Pagi tvOne,"Kabar Pagi, - Ini Alasan DPR Batalkan Revisi UU Pilkada | Kabar Pagi tvOne Wakil Ketua Dewan ...",https://www.youtube.com/watch?v=95eXeSvW5ds,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews,1 tahun yang lalu,0,0,0,3.04,https://i.ytimg.com/vi/95eXeSvW5ds/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXqblGtqjYsKDdkQ0OzYWlfAOzcg,video,"{'scraped_at': '2026-01-08T16:33:12.138446', 'scraper': 'youtube', 'keywords': ['revisi', 'https', 'tvone', 'com', 'dpr', 'kabar', 'tvonenews', 'www', 'alasan', 'batalkan'], 'language': 'id'}",revisi UU Pilkada
JoYVJwEqHpI,"Revisi UU Pilkada Batal, Eks Ketua MK: Berarti DPR Dengarkan Suara Rakyat","AKIM, - Revisi UU Pilkada Batal, Eks Ketua MK: Berarti DPR Dengarkan Suara Rakyat Wakil Ketua ...",https://www.youtube.com/watch?v=JoYVJwEqHpI,UCkYTR78_Knz-3S5NTxJfCIw,Investigasi tvOne,1 tahun yang lalu,0,0,0,14.06,https://i.ytimg.com/vi/JoYVJwEqHpI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5JZPH1BXUCh2nGoc0XrprLKiXPA,video,"{'scraped_at': '2026-01-08T16:33:12.138446', 'scraper': 'youtube', 'keywords': ['batal', 'revisi', 'https', 'com', 'dpr', 'eks', 'tvonenews', 'rakyat', 'www', 'dengarkan'], 'language': 'id'}",revisi UU Pilkada
HmucEtULXRU,"Pengamat, Eks Ketua KPU, dan Eks Hakim MK Pasca Revisi UU Pilkada yang Batal","JAKARTA, KOMPAS.TV - Revisi UU Pilkada oleh DPR resmi dibatalkan. Hal ini diungkapkan oleh Wakil Ketua DPR RI, Sufmi ...",https://www.youtube.com/watch?v=HmucEtULXRU,UCuAeylJ9TmW0C7XBF6KlpEQ,KOMPASTV MALANG,1 tahun yang lalu,0,0,0,34.28,https://i.ytimg.com/vi/HmucEtULXRU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtDcdP_UJ1ReDTFk4fg6uXSMhKhQ,video,"{'scraped_at': '2026-01-08T16:33:12.138446', 'scraper': 'youtube', 'keywords': ['kpu', 'dpr', 'ketua', 'pilkada', 'resmi', 'oleh', 'hal', 'pasca', 'kompas', 'eks'], 'language': 'id'}",revisi UU Pilkada
gIUtaYuhywY,"BREAKING NEWS - Demo Tolak Revisi UU Pilkada Memanas, Jokowi Tegaskan Hormati Putusan MK",KOMPAS.TV - Presiden Joko Widodo telah menegaskan kembali komitmen pemerintah untuk menghormati putusan Mahkamah ...,https://www.youtube.com/watch?v=gIUtaYuhywY,UCOuwLct59ZOFrwhDIY6tVxw,KOMPASTV JEMBER,1 tahun yang lalu,0,0,0,15.25,https://i.ytimg.com/vi/gIUtaYuhywY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCa5d7Z7g_AQlNVrFu2SOu04GOhtg,video,"{'scraped_at': '2026-01-08T16:33:12.139859', 'scraper': 'youtube', 'keywords': ['telah', 'pemerintah', 'widodo', 'breaking', 'jokowi', 'pilkada', 'demo', 'joko', 'hormati', 'kompas'], 'language': 'id'}",revisi UU Pilkada
