video_id,title,description,url,channel_id,channel_title,published_at,view_count,like_count,comment_count,duration,thumbnail_url,content_type,metadata,keyword
5AFz3tC2gBk,"Solusi Pilkada Melalui DPRD, PKS: Partai dan DPR Harus dengar Aspirasi Rakyat | AKIM tvOne","AKIM, - Solusi Pilkada Melalui DPRD , PKS: Partai dan DPR Harus dengar Aspirasi Rakyat | AKIM ...",https://www.youtube.com/watch?v=5AFz3tC2gBk,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews,3 hari yang lalu,0,0,0,12.06,https://i9.ytimg.com/vi/5AFz3tC2gBk/hq720_custom_1.jpg?sqp=CKyr_8oG-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGrYh28T92wFZthz3TiFMqnrB5Rg,video,"{'scraped_at': '2026-01-08T16:07:04.078071', 'scraper': 'youtube', 'keywords': ['dengar', 'tvone', 'dprd', 'dpr', 'https', 'com', 'tvonenews', 'aspirasi', 'rakyat', 'www'], 'language': 'id'}",pemilihan gubernur oleh DPRD
LlRRMb8Ygvc,Wakil Gubernur Iowa tentang Hasil Pemilu Khusus | The Cities iowa politik amerika pemungutan ...,Jim berbicara dengan Letnan Gubernur Chris Cournoyer dari Iowa tentang hasil pemilihan khusus Iowa terkini.,https://www.youtube.com/watch?v=LlRRMb8Ygvc,UCmYu8l3qkQo7_Gd-PxvxObg,WQPT PBS,3 bulan yang lalu,0,0,0,1.10,https://i.ytimg.com/vi/LlRRMb8Ygvc/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARglICsofzAP&rs=AOn4CLDTH04d7yt7eb0SNf0a-JBaPWA2_Q,video,"{'scraped_at': '2026-01-08T16:07:04.078071', 'scraper': 'youtube', 'keywords': ['chris', 'cournoyer', 'pemilu', 'berbicara', 'terkini', 'pemilihan', 'jim', 'gubernur', 'politik', 'letnan'], 'language': 'id'}",pemilihan gubernur oleh DPRD
Rmhw_oUWd3o,"Hasil Pemilu Langsung di Virginia & Maryland | Gubernur, Pemilihan Lokal, Liputan Waktu Nyata | WUSA9","WUSA9 brings you live results, breaking updates, and analysis from Election Night 2025 in Virginia and Maryland. We're tracking ...",https://www.youtube.com/watch?v=Rmhw_oUWd3o,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9,Streaming 2 bulan yang lalu,0,0,0,3.51.08,https://i.ytimg.com/vi/Rmhw_oUWd3o/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAi-Jf9yDAaoztiiwOlwqGTPsCCYQ,video,"{'scraped_at': '2026-01-08T16:07:04.078071', 'scraper': 'youtube', 'keywords': ['liputan', 'lokal', 'wusa9', 'gubernur', 'election', 'breaking', 'pemilihan', 'live', 'updates', 'virginia'], 'language': 'id'}",pemilihan gubernur oleh DPRD
gwg1Jnc_JwQ,Pilkada oleh DPRD: Antara Efisiensi dan Legitimasi | Prime Plus Part 4,Wacana pengembalian mekanisme pemilihan kepala daerah kepada DPRD kembali mencuat dan memantik polemik dan ...,https://www.youtube.com/watch?v=gwg1Jnc_JwQ,UCKII0Ml9S5wneKbHswmUrIQ,CNN Indonesia,2 hari yang lalu,0,0,0,22.08,https://i.ytimg.com/vi/gwg1Jnc_JwQ/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhHID4ofzAP&rs=AOn4CLBXM6FXQE0bTxjAQ39RNaIkUbDMIw,video,"{'scraped_at': '2026-01-08T16:12:24.899722', 'scraper': 'youtube', 'keywords': ['memantik', 'antara', 'pilkada', 'pemilihan', 'polemik', 'part', 'oleh', 'mencuat', 'plus', 'daerah'], 'language': 'id'}",pilkada DPRD
KC3Fjj-Bdv8,"Ray Rangkuti Sindir Perubahan Sikap Demokrat Kini Dukung Pilkada Lewat DPRD, ini Respon Jubir Partai","KOMPAS.TV - Setelah Golkar, Gerindra, PAN, dan PKB menyatakan sikap mendukung pilkada diubah lewat DPRD , kini giliran ...",https://www.youtube.com/watch?v=KC3Fjj-Bdv8,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,2 hari yang lalu,0,0,0,12.56,https://i.ytimg.com/vi/KC3Fjj-Bdv8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCf2aOlv1bc7qzXMzVglu3hpf_ikA,video,"{'scraped_at': '2026-01-08T16:12:24.899722', 'scraper': 'youtube', 'keywords': ['jubir', 'golkar', 'partai', 'pilkada', 'kompas', 'mendukung', 'pan', 'gerindra', 'setelah', 'diubah'], 'language': 'id'}",pilkada DPRD
5CWkcegegPw,"Keras! PDIP Tolak Wacana Pilkada Lewat DPRD: 'Money Politik' Karena Pembiaran, Hukum Tak Ditegakkan",KOMPAS.TV - Dukungan terhadap wacana pilkada melalui DPRD kian bertambah. Demokrat yang sebelumnya menolak kini ...,https://www.youtube.com/watch?v=5CWkcegegPw,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,1 hari yang lalu,0,0,0,23.20,https://i.ytimg.com/vi/5CWkcegegPw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD8Wjr31SsqGPNOETuVIjCcQk_Daw,video,"{'scraped_at': '2026-01-08T16:12:24.899722', 'scraper': 'youtube', 'keywords': ['terhadap', 'pdip', 'sebelumnya', 'kian', 'pilkada', 'menolak', 'pembiaran', 'melalui', 'kompas', 'tak'], 'language': 'id'}",pilkada DPRD
Q3cC15hc_qo,PERINGATAN MAHFUD MD! Pilkada Dipilih DPRD Bisa Picu Ketegangan Politik!,Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru TRIBUN-VIDEO.COM - Mahfud ...,https://www.youtube.com/watch?v=Q3cC15hc_qo,UC2psIAWlbSR1S4TanUTeeIw,Tribun Papua,4 hari yang lalu,0,0,0,0.06,https://i.ytimg.com/vi/Q3cC15hc_qo/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARh_ICIoMDAP&rs=AOn4CLBruJP9vHeiU_v1ktOmqA9pZ5nRqQ,video,"{'scraped_at': '2026-01-08T16:12:24.900728', 'scraper': 'youtube', 'keywords': ['play', 'tribun', 'mahfud', 'atau', 'peringatan', 'pilkada', 'com', 'dipilih', 'bisa', 'aplikasi'], 'language': 'id'}",pilkada DPRD
JNXy0MBq584,"Koalisi Pemerintahan Setuju, PDIP Tolak Pilkada Lewat DPRD Karena Nilai Upaya Langgengkan Kekuasaan",KOMPAS.TV - Kini Demokrat menyatakan akan sejalan dengan Presiden Prabowo Subianto terkait wacana perubahan sistem ...,https://www.youtube.com/watch?v=JNXy0MBq584,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,20 jam yang lalu,0,0,0,4.38,https://i.ytimg.com/vi/JNXy0MBq584/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsocUtsmHiAoO35TwqV4xu-MdyBA,video,"{'scraped_at': '2026-01-08T16:12:24.900728', 'scraper': 'youtube', 'keywords': ['setuju', 'pdip', 'pilkada', 'kekuasaan', 'koalisi', 'pemerintahan', 'sistem', 'kompas', 'upaya', 'karena'], 'language': 'id'}",pilkada DPRD
wgjMVBAbwZ0,Ray Rangkuti Sindir Perubahan Sikap Demokrat Kini Dukung Pilkada Lewat DPRD,"demokrat # pilkada # dprd KOMPAS.TV - Setelah Golkar, Gerindra, PAN, dan PKB menyatakan sikap mendukung pilkada diubah ...",https://www.youtube.com/watch?v=wgjMVBAbwZ0,UCOGQiOcIbzI74qTZ1AQt9VQ,KOMPASTV PALU,1 hari yang lalu,0,0,0,12.56,https://i.ytimg.com/vi/wgjMVBAbwZ0/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIFEoTzAP&rs=AOn4CLCaFBkSGBMwEd_6tQ1FAlggQxkPHg,video,"{'scraped_at': '2026-01-08T16:12:24.900728', 'scraper': 'youtube', 'keywords': ['golkar', 'pilkada', 'kompas', 'mendukung', 'pan', 'gerindra', 'setelah', 'diubah', 'sindir', 'perubahan'], 'language': 'id'}",pilkada DPRD
snl4ozsk5DQ,"Partai Demokrat Berbalik Dukung Pilkada Lewat DPRD, Akankah Berdampak pada Pemilu 2029?",Partai Demokrat akhirnya menyatakan dukungan terhadap wacana pemilihan kepala daerah atau pilkada melalui DPRD .,https://www.youtube.com/watch?v=snl4ozsk5DQ,UCovqoUzPm9_s6mMt9OiWKpA,Harian Kompas,1 hari yang lalu,0,0,0,5.01,https://i.ytimg.com/vi/snl4ozsk5DQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBup8Xrk9gl4AobTLtwIe_CTEV52A,video,"{'scraped_at': '2026-01-08T16:12:24.901727', 'scraper': 'youtube', 'keywords': ['terhadap', 'atau', 'menyatakan', 'berdampak', 'partai', 'pilkada', 'pemilihan', 'pemilu', 'melalui', 'berbalik'], 'language': 'id'}",pilkada DPRD
cu5crJN1ymA,Yusril Akui Wacana Pilkada Lewat DPRD Mulai Berkembang,"KONTAN - Wacana mengenai pemilihan kepala daerah atau Pilkada kembali mengemuka, kali ini ...",https://www.youtube.com/watch?v=cu5crJN1ymA,UC7H-czpqOvWWtWeYc_Sfsxw,KONTAN TV,10 jam yang lalu,0,0,0,2.48,https://i.ytimg.com/vi/cu5crJN1ymA/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0NBgFLCwqf2TJghPji_zKjcrQlA,video,"{'scraped_at': '2026-01-08T16:12:24.901727', 'scraper': 'youtube', 'keywords': ['atau', 'akui', 'mengemuka', 'yusril', 'pilkada', 'pemilihan', 'daerah', 'kepala', 'kembali', 'mulai'], 'language': 'id'}",pilkada DPRD
0GKHzq7xcDQ,"PDIP Tegas Tolak Pilkada Dipilih DPRD, Andreas Pareira: Jangan Ambil Hak Rakyat! | MERAH PUTIH","- PDIP Tegas Tolak Pilkada Dipilih DPRD , Andreas Pareira: Jangan Ambil Hak Rakyat! | MERAH PUTIH ...",https://www.youtube.com/watch?v=0GKHzq7xcDQ,UCAMpZJJNQPZ6q7ZYKJV1igQ,Nusantara TV,23 jam yang lalu,0,0,0,17.09,https://i.ytimg.com/vi/0GKHzq7xcDQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCv7FlCf0bbUtJ7a7KtYmDW_zvWaA,video,"{'scraped_at': '2026-01-08T16:12:24.901727', 'scraper': 'youtube', 'keywords': ['hak', 'andreas', 'https', 'dprd', 'pdip', 'com', 'dipilih', 'rakyat', 'putih', 'ambil'], 'language': 'id'}",pilkada DPRD
V1VXjRSYdBw,[FULL] Sarmuji Golkar Vs Andreas Hugo Pereira PDIP Adu Argumen soal Pilkada Lewat DPRD | SAPA PAGI,"JAKARTA, KOMPAS.TV - Usulan pilkada lewat DPRD terus bergulir. Partai koalisi pemerintahan seperti Gerindra dan PAN ...",https://www.youtube.com/watch?v=V1VXjRSYdBw,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,3 hari yang lalu,0,0,0,28.59,https://i.ytimg.com/vi/V1VXjRSYdBw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5vtgOnVeVfeXC7Ccg__2z_luDYA,video,"{'scraped_at': '2026-01-08T16:12:24.902734', 'scraper': 'youtube', 'keywords': ['hugo', 'pdip', 'usulan', 'soal', 'full', 'golkar', 'partai', 'pilkada', 'andreas', 'sapa'], 'language': 'id'}",pilkada DPRD
q_tqv_siu0M,"PDIP Keras! Tolak Pilkada Lewat DPRD, Dinilai Bahaya Demokrasi",KOMPAS.TV - Dukungan terhadap wacana pilkada melalui DPRD kian bertambah. Demokrat yang sebelumnya menolak kini ...,https://www.youtube.com/watch?v=q_tqv_siu0M,UCYNpIdSp5xvvQzgOHtw2RAw,KOMPASTV JAWA TIMUR,16 jam yang lalu,0,0,0,23.20,https://i.ytimg.com/vi/q_tqv_siu0M/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9L8LeghhQGImEX-iOZLqWx4neBg,video,"{'scraped_at': '2026-01-08T16:12:24.902734', 'scraper': 'youtube', 'keywords': ['terhadap', 'pdip', 'bahaya', 'kian', 'demokrasi', 'pilkada', 'menolak', 'melalui', 'kompas', 'keras'], 'language': 'id'}",pilkada DPRD
NPXVX4U1mwU,PDIP Tolak Wacana Pilkada Lewat DPRD: Kebiri Terhadap Hak Politik Rakyat,"JAKARTA, KOMPAS.TV PDI Perjuangan menolak wacana pemilihan kepala daerah melalui Dewan Perwakilan Rakyat Daerah ...",https://www.youtube.com/watch?v=NPXVX4U1mwU,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,6 hari yang lalu,0,0,0,2.28,https://i.ytimg.com/vi/NPXVX4U1mwU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLvPwYk2vdCq8VyaLINlaNxLoSmw,video,"{'scraped_at': '2026-01-08T16:12:24.903738', 'scraper': 'youtube', 'keywords': ['terhadap', 'pdip', 'perjuangan', 'kebiri', 'pilkada', 'menolak', 'pemilihan', 'rakyat', 'melalui', 'kompas'], 'language': 'id'}",pilkada DPRD
-6a73KQqtRk,Pilkada DPRD & AHY 2029: Ada Kesepakatan Politik di Balik Laya,,https://www.youtube.com/watch?v=-6a73KQqtRk,UCAU93CyyH8GQEnO1kHUG3vA,Politik Receh,9 jam yang lalu,0,0,0,0.07,https://i.ytimg.com/vi/-6a73KQqtRk/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARgdIBMofzAP&rs=AOn4CLBVnmWBwST5VOXW1WLv-P6e2OGOEA,video,"{'scraped_at': '2026-01-08T16:12:24.903738', 'scraper': 'youtube', 'keywords': ['dprd', 'laya', 'ahy', '2029', 'politik', 'ada', 'kesepakatan', 'pilkada', 'balik'], 'language': 'id'}",pilkada DPRD
Rs7GnTRSMlQ,"🔵 PDIP TOLAK PILKADA DPRD! DEMOKRAT BERBEDA SIKAP, DEMOKRASI TERANCAM?",Wacana pemilihan kepala daerah melalui DPRD kembali memicu perdebatan tajam di kalangan elite politik nasional. Sejumlah ...,https://www.youtube.com/watch?v=Rs7GnTRSMlQ,UCDxjhss7qTdHYLMchzmRn3w,Tribun Singkawang,Streaming 7 jam yang lalu,0,0,0,1.12.50,https://i.ytimg.com/vi/Rs7GnTRSMlQ/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJVBUFb2PO0SUSZLCX0bww-m4V3g,video,"{'scraped_at': '2026-01-08T16:12:24.903738', 'scraper': 'youtube', 'keywords': ['pdip', 'demokrasi', 'terancam', 'pilkada', 'pemilihan', 'perdebatan', 'melalui', 'kalangan', 'tajam', 'daerah'], 'language': 'id'}",pilkada DPRD
eNhe8rnwzm8,"Saat Koalisi Pemerintahan Setuju Pilkada Lewat DPRD, PDIP Tolak-Nilai Upaya Langgengkan Kekuasaan",KOMPAS.TV - Kini Demokrat menyatakan akan sejalan dengan Presiden Prabowo Subianto terkait wacana perubahan sistem ...,https://www.youtube.com/watch?v=eNhe8rnwzm8,UCJsvXpOXUoc_0-hjwbMUzNA,Kompas TV Medan,11 jam yang lalu,0,0,0,4.38,https://i.ytimg.com/vi/eNhe8rnwzm8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDdv50A5xY_78EUlGlvwplzh3X_FQ,video,"{'scraped_at': '2026-01-08T16:12:24.903738', 'scraper': 'youtube', 'keywords': ['setuju', 'pdip', 'pilkada', 'kekuasaan', 'koalisi', 'pemerintahan', 'sistem', 'kompas', 'upaya', 'subianto'], 'language': 'id'}",pilkada DPRD
peM_XgBvWwM,Gubernur Dipilih DPRD Lagi? Ini Analisis dari Dua Sisi! 🚨,Apakah sistem pemilihan gubernur oleh DPRD masih relevan di era demokrasi saat ini? Video ini membahas secara mendalam ...,https://www.youtube.com/watch?v=peM_XgBvWwM,UCtwskwIP1U80GcScd7T7_3w,Ahmad Doli Kurnia Tandjung,10 bulan yang lalu,0,0,0,2.20,https://i.ytimg.com/vi/peM_XgBvWwM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCujOJwX0Sjc3IJnMyv8s7MjkIsrw,video,"{'scraped_at': '2026-01-08T16:17:16.261108', 'scraper': 'youtube', 'keywords': ['sisi', 'gubernur', 'demokrasi', 'pemilihan', 'mendalam', 'dipilih', 'sistem', 'oleh', 'masih', 'apakah'], 'language': 'id'}",gubernur dipilih DPRD
StenEJhAgXI,"Usul Gubernur Dipilih DPRD Khianati Reformasi, Buat Gap Pemerintah Pusat-Daerah","Pakar hukum tata negara Universitas Andalas, Feri Amsari, menanggapi usulan agar gubernur kembali dipilih oleh DPRD seperti ...",https://www.youtube.com/watch?v=StenEJhAgXI,UCm2Fz7aL464TC_0uG_yagng,kumparan,1 tahun yang lalu,0,0,0,0.30,https://i.ytimg.com/vi/StenEJhAgXI/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBzgWAAoAKigIMCAAQARhlIF8oVzAP&rs=AOn4CLB4ZO0Kz1wUkzdqCuDwUwECblhZdQ,video,"{'scraped_at': '2026-01-08T16:17:16.261108', 'scraper': 'youtube', 'keywords': ['usulan', 'gubernur', 'pemerintah', 'feri', 'reformasi', 'amsari', 'buat', 'tata', 'dipilih', 'pusat'], 'language': 'id'}",gubernur dipilih DPRD
n1CnbPG2aLY,"Soal Wacana Gubernur Dipilih DPRD, Riza Patria Setuju: Anggaran Pilkada Bisa Dialokasikan",Politikus Partai Gerindra Ahmad Riza Patria menyetujui wacana untuk mengembalikan pemilihan kepala daerah lewat Dewan ...,https://www.youtube.com/watch?v=n1CnbPG2aLY,UCHc8PjWfjZUFVmPQeLcFT2g,Okezone,1 tahun yang lalu,0,0,0,16.26,https://i.ytimg.com/vi/n1CnbPG2aLY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-oYKvQbpotgXW-oF-yaYH7b_36w,video,"{'scraped_at': '2026-01-08T16:17:16.261108', 'scraper': 'youtube', 'keywords': ['riza', 'setuju', 'soal', 'gubernur', 'partai', 'pilkada', 'pemilihan', 'dipilih', 'dialokasikan', 'bisa'], 'language': 'id'}",gubernur dipilih DPRD
5qlFKOrXt64,"[FULL] PDIP, Gerindra dan Analis Politik Angkat Bicara Soal Ubah Pilkada Langsung Lewat DPRD",KOMPAS.TV - Sejumlah partai politik secara terbuka memberikan dukungan terhadap usulan agar pemilihan kepala daerah ...,https://www.youtube.com/watch?v=5qlFKOrXt64,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,7 hari yang lalu,0,0,0,24.32,https://i.ytimg.com/vi/5qlFKOrXt64/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCui1wt0GgQF1DJUENXjfOxwGpxHA,video,"{'scraped_at': '2026-01-08T16:17:16.261108', 'scraper': 'youtube', 'keywords': ['terhadap', 'usulan', 'pdip', 'analis', 'soal', 'full', 'ubah', 'partai', 'pilkada', 'pemilihan'], 'language': 'id'}",gubernur dipilih DPRD
7pWPnba30ZQ,Wacana Kepala Daerah Dipilih DPRD - [Primetime News],"MetroTV, Presiden Prabowo melempar wacana Kepala Daerah kembali dipilih oleh DPRD . politik # DPRD kepaladaerah ...",https://www.youtube.com/watch?v=7pWPnba30ZQ,UCzl0OrB3-ehunyotIQvK77A,METRO TV,1 tahun yang lalu,0,0,0,6.07,https://i.ytimg.com/vi/7pWPnba30ZQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChoTyTYIDixrkWiZZrKnICq3Acaw,video,"{'scraped_at': '2026-01-08T16:17:16.262116', 'scraper': 'youtube', 'keywords': ['presiden', 'daerah', 'dprd', 'news', 'kepaladaerah', 'dipilih', 'kepala', 'metrotv', 'oleh', 'politik'], 'language': 'id'}",gubernur dipilih DPRD
dxXWygaS9SQ,Wacana Kepala Daerah Dipilih DPRD Kembali Mecuat! - [Primetime News],"MetroTV, Wacana Kepala Daerah Dipilih DPRD Kembali Mecuat, Bahlil Ungkap Masih Dalam Pengkajian. bahlil prabowo ...",https://www.youtube.com/watch?v=dxXWygaS9SQ,UCzl0OrB3-ehunyotIQvK77A,METRO TV,1 tahun yang lalu,0,0,0,3.44,https://i.ytimg.com/vi/dxXWygaS9SQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC84BVceHzjZqg5ORrHsGx7GC3pcg,video,"{'scraped_at': '2026-01-08T16:17:16.262622', 'scraper': 'youtube', 'keywords': ['daerah', 'dprd', 'news', 'dipilih', 'kepala', 'ungkap', 'metrotv', 'kembali', 'pengkajian', 'bahlil'], 'language': 'id'}",gubernur dipilih DPRD
qdgSFFKvJcE,PDIP Usul Gubernur Dipilih DPRD Bukan Dihapus,"VIDEO: PDIP Usul Gubernur Dipilih DPRD Bukan Dihapus Ketua DPP PDI Perjuangan, Said Abdullah, merespons usulan Ketua ...",https://www.youtube.com/watch?v=qdgSFFKvJcE,UCKII0Ml9S5wneKbHswmUrIQ,CNN Indonesia,2 tahun yang lalu,0,0,0,2.33,https://i.ytimg.com/vi/qdgSFFKvJcE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSTXHkGsdLV61od7CsGEFXvUl24g,video,"{'scraped_at': '2026-01-08T16:17:16.263700', 'scraper': 'youtube', 'keywords': ['dprd', 'pdip', 'video', 'dipilih', 'perjuangan', 'usulan', 'dihapus', 'gubernur', 'merespons', 'abdullah'], 'language': 'id'}",gubernur dipilih DPRD
VVeOra8G6Ug,Kepala daerah dipilih DPRD?,"Yaa bener sih bikin ongkos pemilu berkurang, tapi kan dampak negatif lainnya muncul juga......",https://www.youtube.com/watch?v=VVeOra8G6Ug,UCH6hfgLsafYG_twqJnkhWDg,Fariz Gamal,2 hari yang lalu,0,0,0,2.59,https://i.ytimg.com/vi/VVeOra8G6Ug/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARg0IGUoZTAP&rs=AOn4CLDOfp1mwQOSXL6xFj7hmR0rWmwe-Q,video,"{'scraped_at': '2026-01-08T16:17:16.263700', 'scraper': 'youtube', 'keywords': ['tapi', 'daerah', 'ongkos', 'dprd', 'yaa', 'pemilu', 'dipilih', 'kepala', 'dampak', 'lainnya'], 'language': 'id'}",gubernur dipilih DPRD
6Da-RhNElfM,BUPATI & GUBERNUR Dipilih DPRD?,rismonsianipar gibran jokowidodo roysuryo rokygerung ijasahpalsu prabowosubianto anisbaswedan jokowipresidenku ...,https://www.youtube.com/watch?v=6Da-RhNElfM,UCj0hIQUjUtRuuMPEbeYKdWg,Goes Waes,6 hari yang lalu,0,0,0,8.50,https://i.ytimg.com/vi/6Da-RhNElfM/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBxgWAAuADigIMCAAQARhlIEgoPjAP&rs=AOn4CLDC0EWL9tLMmEfY2rfN5qHFAleNvA,video,"{'scraped_at': '2026-01-08T16:17:16.263700', 'scraper': 'youtube', 'keywords': ['jokowidodo', 'anisbaswedan', 'ijasahpalsu', 'dprd', 'rismonsianipar', 'prabowosubianto', 'dipilih', 'gibran', 'bupati', 'gubernur'], 'language': 'id'}",gubernur dipilih DPRD
64_Sl3YcTDU,"Pilkada Mahal, Kepala Daerah Dipilih DPRD? | Kabar Siang tvOne","Kabar Siang, - Pilkada Mahal, Kepala Daerah Dipilih DPRD ? | Kabar Siang tvOne Presiden RI ...",https://www.youtube.com/watch?v=64_Sl3YcTDU,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews,1 tahun yang lalu,0,0,0,7.40,https://i.ytimg.com/vi/64_Sl3YcTDU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAQEi0hrAzsre_-3RzUJOhuyJZutA,video,"{'scraped_at': '2026-01-08T16:17:16.264855', 'scraper': 'youtube', 'keywords': ['presiden', 'daerah', 'tvone', 'dprd', 'https', 'kabar', 'dipilih', 'kepala', 'tvonenews', 'com'], 'language': 'id'}",gubernur dipilih DPRD
4IOKkqM16hw,"Gerindra Dukung Kepala Daerah Dipilih DPRD, Sugiono: Anggaran Pilkada untuk yang Lebih Produktif","Partai Gerindra menyatakan dukungan terhadap usulan agar kepala daerah dipilih oleh DPRD , baik di tingkat bupati/wali kota ...",https://www.youtube.com/watch?v=4IOKkqM16hw,UCoSkllfpgmFHtbVK835QaQg,Official iNews,9 hari yang lalu,0,0,0,1.42,https://i.ytimg.com/vi/4IOKkqM16hw/hq720_2.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGABwAcABBvABAfgBtgiAAoAPigIMCAAQARhlIEsoQzAP&rs=AOn4CLCJfN2796oSeSTKJ1D0WzYtsQSWIQ,video,"{'scraped_at': '2026-01-08T16:17:16.264855', 'scraper': 'youtube', 'keywords': ['terhadap', 'usulan', 'wali', 'partai', 'pilkada', 'dipilih', 'tingkat', 'lebih', 'oleh', 'baik'], 'language': 'id'}",gubernur dipilih DPRD
B4LMatToQT4,Pengamat Tanggapi Wacana Kepala Daerah Dipilih DPRD: Nanti Gak Ada Orang Kayak Jokowi dan Anies,Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru TRIBUN-VIDEO.COM- Direktur ...,https://www.youtube.com/watch?v=B4LMatToQT4,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,11 jam yang lalu,0,0,0,2.12,https://i.ytimg.com/vi/B4LMatToQT4/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPkOAP3k7SYChYQo3ltaaoPt8gYg,video,"{'scraped_at': '2026-01-08T16:17:16.264855', 'scraper': 'youtube', 'keywords': ['play', 'tribun', 'gak', 'atau', 'ada', 'direktur', 'jokowi', 'com', 'dipilih', 'anies'], 'language': 'id'}",gubernur dipilih DPRD
