post_url,owner_username,author_username,author_full_name,author_is_verified,author_profile_pic,comment_text,comment_date,likes_count,replies_count,comment_url
https://www.instagram.com/reel/DTQKDiYDKWY/,maz.boy42,maz.boy42,Boys,False,https://scontent-dfw5-1.cdninstagram.com/v/t51.82787-19/553746776_18381828991130804_7272757868091026015_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=110&ig_cache_key=GFiBASG0nFYTLU5BAF8q-pC-Bu5kbmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=-DpeuwfXqPgQ7kNvwF1rnl7&_nc_oc=AdmPMPGf8YIs2L2q4ZPOmTIxK5l7p5AHUYG05Y-XqfR1oAGfZriJWJ5Y4oE424iRdEs&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_gid=7qJ5z8exU7JDWFWDfacTrg&oh=00_Afrwys8GIFRfPZYUlc0cnJEfwCM6rNuEOCJQRB_SVi6R2A&oe=6965F3FD,Demen gw ama pdip mode oposisi 🔥,2026-01-08T17:13:31.000Z,1,0,https://www.instagram.com/p/DTQKDiYDKWY/c/18356516416165388
https://www.instagram.com/p/DTQGoLyEXqB/,alliyoo_,alliyoo_,alyo,False,https://scontent-arn2-1.cdninstagram.com/v/t51.82787-19/601394460_18333226246211892_3765545220473952834_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GByN2CM0Cf7d_CFBAEIaBWRt50E0bmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=2NWZoEkLv_kQ7kNvwFpk_-W&_nc_oc=AdnFlbehZoxQ-Ag9yRyT3cJvgfmEu_Mr8rfWyh_UgpocDNk6z_jb1VnTj7rF4A557bk&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_gid=xSEgHEbCi0LInLSA8dssFw&oh=00_AfqAmGueke20sNB2cYgYLm-consrrFIibSIJNNgA9shjOg&oe=6965E9D2,🔥🔥👏,2026-01-08T17:12:08.000Z,0,0,https://www.instagram.com/p/DTQGoLyEXqB/c/17952740742062555
https://www.instagram.com/p/DTQX56GEsV2/,imamzkarya_,imamzkarya_,,False,https://scontent-lga3-1.cdninstagram.com/v/t51.82787-19/607516901_18073841267575791_3274372940688548388_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GOX4NSTvC3sYEDZAACRi5FfX6HAtbmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=BABHpNfuf5QQ7kNvwF32SyY&_nc_oc=AdkGiDksHau5nLayfx2OHuk0R8HAAAdohHyuXI61pJP1tgC0u0rI4E3OMAbgnW8iR_Y&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_gid=TFMShpxIQj0dRZ8Ieul3lw&oh=00_AfositIPSxtFpfxQmQbe7uno6zx5kLTL2J-Ad8RzDWsaSw&oe=6965E36F,"kali ini tiang tidak sependapat kanda😢 dprd akan subjektif meskipun dengan pengawasan ketat selagi lembaga pengawas adalah produkNYA dan pemerintah, secara keduanya skrg kurang kepercayaan dari rakyat.",2026-01-08T17:08:28.000Z,1,1,https://www.instagram.com/p/DTQX56GEsV2/c/18204883639316815
https://www.instagram.com/reel/DTP5edaE-Zs/,alliyoo_,alliyoo_,alyo,False,https://scontent-vie1-1.cdninstagram.com/v/t51.82787-19/601394460_18333226246211892_3765545220473952834_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GByN2CM0Cf7d_CFBAEIaBWRt50E0bmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=2NWZoEkLv_kQ7kNvwEVo_X7&_nc_oc=Adk2r5QisrTx0lIuvf-vwLQww6ivA4R38fdLal8P7pKv4aNUJnFzX7Mc4qCDav40PyU&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_gid=eJcwdGuccP5F_lN-4pweRg&oh=00_AfoqbbJaHsfG10wJJOIdh24r-G5aTpVgQhf3ltVwZ34fZw&oe=6965E9D2,🔥👏,2026-01-08T17:04:09.000Z,0,0,https://www.instagram.com/p/DTP5edaE-Zs/c/17957544756043940
https://www.instagram.com/p/DTQX56GEsV2/,muliana_sahyadi,muliana_sahyadi,Muliana Sahyadi,False,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/362661400_938913724221835_3122972342869218507_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=101&ig_cache_key=GBjGnRWLyQHj71UDAMvUFrTMBlcrbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=Q_O5SQ6Py5wQ7kNvwGrY4vM&_nc_oc=AdnBkOj6LDHCswQ08qR0weG_-gsNRoN6QoNT44yuCJK0BfXOHOSTwJarJ1cypMtVDtk&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lga3-2.cdninstagram.com&oh=00_AfqSTbfsbZdbtqKakKuuj8hZzimLgPR7XlYwSmB5hZ9SXA&oe=6965CC53,masa sih?,2026-01-08T17:02:00.000Z,1,0,https://www.instagram.com/p/DTQX56GEsV2/c/18049548542466414
https://www.instagram.com/reel/DTNyR-mE-WG/,aribukari,aribukari,Ari Bukari,False,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-19/278855330_358328923006931_6421883814824661538_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=103&ig_cache_key=GKL_nhDTJyv05UUBACJSdBNOHR9ZbkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy45NjAuQzMifQ%3D%3D&_nc_ohc=AN_6z0Nm2koQ7kNvwGhzPGQ&_nc_oc=AdmZsNfLwqHkHBe6Zd9sCxftyfPJo7Tm9iNQAWzq6J4DNxJ2D6469184PlNkdJp3YD8&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_Afom72hqIYD7tckMOQTDTnvB0PH9ktZBGDtSfOsI4t4DYg&oe=6965E34B,Bosokkkkkk,2026-01-08T16:57:09.000Z,0,0,https://www.instagram.com/p/DTNyR-mE-WG/c/17851935240613724
https://www.instagram.com/reel/DTQKDiYDKWY/,jibesamawa,jibesamawa,Jibrail Ahmad,False,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/12317811_1678810885694029_1146032079_a.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=106&ig_cache_key=GHP0uwBNonye3vYFAM8PT0QAAAAAYUULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy42MDAuQzMifQ%3D%3D&_nc_ohc=D4P6aRSRk1oQ7kNvwGNLXff&_nc_oc=AdkTmasUGR2mFjsIRriYGdqbvVT1JCVOJBFjPR-PwciHRT-5ODFljtt9EaCOggpeIKc&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-dfw5-2.cdninstagram.com&oh=00_AfrcLaOqbr0JA1nBj0Cstl7B6rke3pihWWnAdC3kxMQjWw&oe=6965F7B5,"Pemilihan langsung cuma bikin suap berjamaah dan bikin judi merajalela,yg dipilih kosong yg penting berduit, ujung2 korupsi buat balik modal..",2026-01-08T16:50:10.000Z,2,0,https://www.instagram.com/p/DTQKDiYDKWY/c/17885849229304512
https://www.instagram.com/reel/DTO4LbujxIN/,muka_baduts,muka_baduts,Jaya_Kelana,False,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/530560924_18336256081205171_56842930724958528_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=107&ig_cache_key=GJy3nx_zFztOuiRBAEBx2iVY8skAbmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4zMTguQzMifQ%3D%3D&_nc_ohc=SIDeuDgGWYUQ7kNvwE3m3Sm&_nc_oc=AdloB8nrQtBSGcN40mY0aIa3BpyfRgQy3XvuUVpy3vvlRyTlK56ysQpB3Bq5oVO1PkM&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_gid=Xt2Yfm6YxZzyJGvMQ6Nusw&oh=00_Afrs27Tm4bnsgT0gpmyAHsr7Msk6W7fC4qMW5tUrBP_WTg&oe=6965DCD7,udah ketebak ituuu😂,2026-01-08T16:42:06.000Z,0,0,https://www.instagram.com/p/DTO4LbujxIN/c/18012558842812973
https://www.instagram.com/p/DTQX56GEsV2/,saeed.eljauhary,saeed.eljauhary,Said Mohammad,False,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-19/571161679_18538033654000625_1086618552831826931_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=104&ig_cache_key=GE88CyLx68dOPtxBAPPb4w-RcRQPbmNDAQAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&_nc_aid=2427&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy45NjAuQzMifQ%3D%3D&_nc_ohc=AM6NPKyaYG0Q7kNvwEoP6C5&_nc_oc=Adnc8s8uAdpELQDwoV9WNYM5dyMrXF43_7nLBNgvnRDEw-8RpVHjKEKCB5TDCuNv5c8&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_gid=TFMShpxIQj0dRZ8Ieul3lw&oh=00_AfrQJY9a9QlBcuG2SexxzpusuS-rCowbJy96oKF3781vkg&oe=6965D437,Akal akalan koalisi pemerintah aja ini. Lalu diperhalus dijelaskan secara teoritik oleh kader partai agar seolah olah langkah ini sudah benar...,2026-01-08T16:35:21.000Z,2,0,https://www.instagram.com/p/DTQX56GEsV2/c/17942707056097791
https://www.instagram.com/p/DTQIzuWk0mZ/,gunturman19,gunturman19,Guntur Jaya,False,https://scontent-sjc6-1.cdninstagram.com/v/t51.2885-19/314729598_850629996219913_8593781665037303626_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_cat=111&ig_cache_key=GH5kwhIJjsK6pAUDAEo-0H3kPkN3bkULAAAB1501500j-ccb7-5&ccb=7-5&_nc_sid=669407&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43NzQuQzMifQ%3D%3D&_nc_ohc=WsCbYbaDRPYQ7kNvwHMwGmb&_nc_oc=AdkqP7T3znmhCcQu4jOyEvqtZYDruHl82BWpUo9Goh7muZMkf4fjMqBi_UfgB4DHgE4&_nc_ad=z-m&_nc_cid=0&_nc_zt=24&_nc_ht=scontent-sjc6-1.cdninstagram.com&oh=00_Afqa-NVvAiUZEL9op9Pgfq5kocWG2uXRKU0GGjyeZw__zw&oe=6965C8EF,Pilkada di pilih DPRD dri segi politik uang ke masyarakat/ nyogok masyarakat hilang. Tpi jumlah anggota DPRD yg di sogok oleh calon DPRD makin membesar.,2026-01-08T16:34:42.000Z,0,1,https://www.instagram.com/p/DTQIzuWk0mZ/c/18084219386155802
