"author_display_name","author_is_verified","author_username","created_at","item_type","like_count","post_code","post_url","quote_count","reply_count","repost_count","scraped_at","share_count","text_content","view_count"
"IDN Times","true","idntimes","2026-01-06T06:17:11.000Z","original_post","1","DTKKngojmyr","https://www.threads.com/@idntimes/post/DTKKngojmyr/projo-usul-pilkada-gubernur-dipilih-dprd-bupati-walkot-tetap-langsung","0","0","0","2026-01-08T22:06:10.709446Z","0","Projo Usul Pilkada Gubernur Dipilih DPRD, Bupati-Walkot Tetap Langsung https://www.idntimes.com/news/indonesia/projo-usul-pilkada-gubernur-dipilih-dprd-bupati-walkot-tetap-langsung-00-jkxzp-pv1g7z?utm_source=threads&utm_medium=threads&utm_campaign=dlvr.it","1116"
