"author_display_name","author_is_verified","author_username","created_at","item_type","like_count","post_code","post_url","quote_count","reply_count","repost_count","scraped_at","share_count","text_content","view_count"
"RAKYAT SULSEL","true","rakyatsulseldotco","2025-12-29T08:47:48.000Z","original_post","0","DS11lt3ia1n","https://www.threads.com/@rakyatsulseldotco/post/DS11lt3ia1n/partai-gerindra-menyatakan-dukungannya-terhadap-wacana-pemilihan-kepala-daerah","0","0","0","2026-01-08T22:02:57.258126Z","0","Partai Gerindra menyatakan dukungannya terhadap wacana pemilihan kepala daerah, mulai dari bupati, wali kota hingga gubernur, dilakukan melalui DPRD. Sekretaris Jenderal DPP Partai Gerindra, Sugiono, menilai mekanisme tersebut layak dipertimbangkan karena dinilai lebih efisien dibandingkan pemilihan langsung. https://www.instagram.com/p/DS1uSmSlIgo/","55"
