"author_display_name","author_is_verified","author_username","created_at","item_type","like_count","post_code","post_url","quote_count","reply_count","repost_count","scraped_at","share_count","text_content","view_count"
"Tribun Kaltim","true","tribunkaltim","2026-01-07T22:09:03.000Z","original_post","0","DTOccDgk4h9","https://www.threads.com/@tribunkaltim/post/DTOccDgk4h9/jika-tak-ada-perubahan-mendadak-hampir-pasti-usul-pemilihan-kepala-daerah-atau","0","0","0","2026-01-08T22:07:08.167565Z","0","Jika tak ada perubahan mendadak, hampir pasti usul pemilihan kepala daerah atau pilkada melalui Dewan Perwakilan Rakyat Daerah (DPRD) akan terwujud. https://kaltim.tribunnews.com/news/1131812/nasdem-dan-demokrat-balik-arah-hampir-seluruh-fraksi-dpr-setuju-pilkada-tak-lagi-dipilih-rakyat","108"
