"author_display_name","author_is_verified","author_username","created_at","item_type","like_count","post_code","post_url","quote_count","reply_count","repost_count","scraped_at","share_count","text_content","view_count"
"Tribun Kaltim","true","tribunkaltim","2026-01-07T09:02:26.000Z","original_post","0","DTNCavSEX-Y","https://www.threads.com/@tribunkaltim/post/DTNCavSEX-Y/wacana-penghapusan-pilkada-langsung-dan-pengembalian-mekanisme-pemilihan-kepala","0","0","0","2026-01-08T22:10:26.046811Z","0","Wacana penghapusan Pilkada langsung dan pengembalian mekanisme pemilihan kepala daerah oleh DPRD mendapat penolakan luas dari publik. https://kaltim.tribunnews.com/pemilu/1131759/hasil-survei-lsi-denny-ja-3-alasan-mayoritas-publik-menolak-pilkada-oleh-dprd-suara-gen-z-mencolok","83"
