"author_display_name","author_is_verified","author_username","created_at","item_type","like_count","post_code","post_url","quote_count","reply_count","repost_count","scraped_at","share_count","text_content","view_count"
"Kompas.com","true","kompascom","2025-11-02T09:40:14.000Z","original_post","1","DQjKRZyiBGR","https://www.threads.com/@kompascom/post/DQjKRZyiBGR/usulkan-pemilihan-gubernur-oleh-dprd-bahlil-proses-yang-demokratis-juga","0","0","0","2026-01-08T22:11:24.157203Z","0","Usulkan Pemilihan Gubernur oleh DPRD, Bahlil: Proses yang Demokratis Juga http://dlvr.it/TP1gZw","5091"
