facebookUrl,pageId,postId,pageName,url,time,timestamp,likes,comments,shares,text,topLevelUrl,facebookId,postFacebookId,link,thumb,author,post_id,action_id,create_time,post_url,like_count,comment_count,share_count,view_count,reaction_map,play_count,image_list,video_list,video_cover_image,durationInSec,type,author_username,author_user_id,author_profile_url,author_avatar
https://www.facebook.com/paulus.p.manalu,1326837001,10233266880637178,Paulus Posma Manalu,https://www.facebook.com/paulus.p.manalu/posts/pfbid02tcALyn3vNmSusk77hcjNd29YZUuYubXWMEufDfTjFpVhVcbwtw6JdS7fTSojzQPCl,2026-01-07 12:28:06,1767785286.0,21.0,2,1,"Saya kwatir,  jika pilkada langsung ditiadakan dan DPRD memilih kepala daerah, kedaulatan itu hanya ada di ketua partai politik. Mereka akan seperti penjajah Eropa dulu, membagi dan mengkapling daerah kekuasaan. Mereka akan mengontrol semua SDA dan kekayaan negara ini. #pilkadalangsung #pilkadadprd #kedaulatanrakyat #reformasi Komsos Keuskupan Sibolga",https://www.facebook.com/1326837001/posts/10233266880637178,1326837001,10233266880637178,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/videotribunnews,100064323387053,1303454168475350,Tribun Video,https://www.facebook.com/videotribunnews/posts/pfbid02sNQm3PYtbadHkLdxg9gqPf3Xk8Y44zz1yV4K8h94QdtHeALgejJT21K1NEioHmmSl,2026-01-07 15:50:25,1767797425.0,1235.0,516,171,"Menko Yusril: Pemilu 2029 Ikut Arahan Mahkamah Konstitusi, Tidak Ada Istilah Pilkada

TRIBUNNEWS.COM, JAKARTA - Menteri Koordinator Bidang Hukum, HAM, Imigrasi, dan Pemasyarakatan Yusril Ihza Mahendra menyebut pemerintah harus menyiapkan mekanisme Pemilu 2029 sesuai dengan putusan Mahkamah Konstitusi (MK).

Dengan mekanisme itu, tidak akan ada lagi istilah pemilihan kepala daerah atau pilkada.

Namun begitu, hingga saat ini Yusril masih belum mendapat gambaran jelas terkait mekanisme pemilu mendatang.

Terkait mengalirnya wacana proses pilkada dipilih DPRD, Yursil menyebut hal tersebut masih berkembang.

Apa putusan MK?

Sebagai informasi, melalui Putusan Nomor 135/PUU-XXII/2024 menetapkan pemilu nasional (presiden, DPR, dan DPRD) dan pemilu daerah (pilkada, DPRD) harus dipisah dengan jarak waktu minimal dua tahun dan maksimal 2,5 tahun setelah pelantikan pejabat nasional.

Isi Putusan MK tentang Pemilu Dipisah

Format baru Pemilu 2029:

Pemilu Nasional: mencakup pemilihan Presiden/Wakil Presiden, anggota DPR RI, dan anggota DPD.
Pemilu Daerah: mencakup pemilihan kepala daerah (gubernur, bupati, wali kota) serta DPRD provinsi/kabupaten/kota.
Alasan MK:

Pemilu serentak lima kotak (2019 dan 2024) menimbulkan beban berat bagi pemilih, partai politik, dan penyelenggara pemilu.
Isu pembangunan daerah tenggelam oleh dominasi isu nasional.
Pemilih berpotensi jenuh karena harus memilih banyak calon sekaligus.
Kualitas demokrasi dinilai menurun karena fokus lebih pada isu nasional daripada lokal.
Jadwal baru:

Pemilu nasional dan daerah tetap serentak dalam jenisnya, tetapi dilaksanakan terpisah.
Jarak waktu antara keduanya ditetapkan paling singkat 2 tahun dan paling lama 2,5 tahun setelah pelantikan DPR, DPD, atau Presiden/Wakil Presiden

https://www.tribunnews.com/nasional/7775917/menko-yusril-pemilu-2029-ikut-arahan-mahkamah-konstitusi-tidak-ada-istilah-pilkada",https://www.facebook.com/100064323387053/posts/1303454168475350,100064323387053,1303454168475350,https://www.facebook.com/photo/?fbid=1303454055142028&set=a.633631702124270,https://scontent-ams2-1.xx.fbcdn.net/v/t39.30808-6/611356044_1303454065142027_8831238480521466917_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=1&ccb=1-7&_nc_sid=127cfc&_nc_ohc=WjcHZW4hKBUQ7kNvwHteUTS&_nc_oc=AdnIzCodjTcd4u6o-PRelbkVEdTFG6ulsQnEsZWBzFZOau9MlSXhie5nntqlHOC0fX0&_nc_zt=23&_nc_ht=scontent-ams2-1.xx&_nc_gid=SlMlP8XIjBieDUrG2YPToQ&oh=00_Afo9GSdCXHDeXliQQygB_f6vVktAlT8d_DMGqQo6koYSxA&oe=6965B3DD,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/anggun.sugar.3,100022487601306,2072740660152167,Anggun Ar-Rahman,https://www.facebook.com/anggun.sugar.3/posts/pfbid02dkPHGXSLcKn19VRBhJUNdKPGHJGeJXYYFUdqMREarm89CRsqKzZF4J7WYQbTq9s1l,2026-01-08 12:13:45,1767870825.0,24.0,20,7,"Saya sangat setuju dan mendukung penuh wacana pemerintah terkait pemilihan kepala daerah oleh DPRD pada 2029 mendatang.

Menurut keyakinan saya, ini merupakan suatu terobosan yang luar biasa maju. 

Nampaknya kebijakan ini memang akan segera terealisasi. Banyak dari partai politik dan para elite sudah menyatakan dukungan.

Alasannya pun mulia: lebih efisien dan hemat anggaran. Mirip seperti proyek MBG yang berhasil “menghemat” anggaran, hanya sekitar Rp1,2 triliun per hari. Sangat hemat, bukan?

*******

Kita semua tentu paham, harga untuk menduduki satu kursi wakil rakyat tidaklah murah. Nilainya bisa mencapai miliaran, bahkan triliunan rupiah.

Muslim Ayub, DPR RI dari Fraksi NasDem pun membenarkan hal itu. Katanya, “Biaya kontestasi politik minimal Rp20 miliar ke atas. Belum balik modal, masa jabatan lima tahun akan segera berakhir lagi... Jadi tidak salah kan kalau sepuluh tahun sekali?” imbuhnya...

Menurut keyakinan saya, itu benar. Tidak salah sama sekali. Sekalian saja, mengapa tidak diajukan masa jabatan seumur hidup? Biar urusan balik modal tidak setengah-setengah.

Lagipula, dengan pilkada melalui DPRD, jual beli jabatan dan perputaran kekuasaan bisa lebih rapi dan eksklusif, cukup beredar di lingkaran mereka sendiri. Tentunya, ini juga akan membuat segalanya lebih mudah diatur, lebih tertib, dan tidak merepotkan rakyat.

Sebab pada akhirnya, rakyat memang kerap menjadi beban: beban kampanye, beban logistik, dan beban biaya politik yang sungguh memberatkan para pejabat kita.

Maka dari itu, marilah kita berempati. Mengasihani mereka yang lelah menghadapi rakyatnya sendiri.

Mari bersama-sama terus mendukung wacana pilkada dipilih oleh DPRD. Sekalian saja, dengan masa jabatan seumur hidup.

Agar efisiensi anggaran politik benar-benar tercapai, dan rakyat tak perlu lagi repot dianggap penting.

Kita cukup menjadi penonton terbaik kala elite sedang bermain kekuasaan.

Kalau menurut kamu gimana ?
.
.
.
.
~A

Baubau, 8 Januari 2026

#Pilkada2029 #PilkadaDPRD #DemokrasiElit #EfisiensiVersiElite #JualBeliKekuasaan #LingkaranMereka #KuasaiKursi #DemokrasiTanpaRakyat
#PemilihanpilkadaolehDPR #Pilkada #DPR",https://www.facebook.com/100022487601306/posts/2072740660152167,100022487601306,2072740660152167,https://www.facebook.com/photo/?fbid=2072740623485504&set=a.126544928105093,https://scontent-ams2-1.xx.fbcdn.net/v/t39.30808-6/612407264_2072740626818837_8382073827895890892_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=ZH60uBo_3qIQ7kNvwHNiQvT&_nc_oc=Adkw-4aOEs7MoMxTws7rUd68WQTw7pUiSWcUrkJlckM0dolVNNnYAeoQtdAubRE8Z5I&_nc_zt=23&_nc_ht=scontent-ams2-1.xx&_nc_gid=SlMlP8XIjBieDUrG2YPToQ&oh=00_AfpRZ2NufpBzALgf1JI6APwYdmxFDJ8xbRJ7Uxl5hlbdcg&oe=6965C4FE,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/profile.php?id=61564699212916,61564699212916,122191697738489973,Timenyala ID,https://www.facebook.com/permalink.php?story_fbid=pfbid02g6MLrr5kRzYd3A4DHmxYRVMmRy8AcbHnpE5MAuJuA3d8rUMiDVuYM85BzkTbfuccl&id=61564699212916,2026-01-08 09:14:09,1767860049.0,14.0,4,1,"🏴‍☠️🤠⚠️
Wacana pengembalian mekanisme Pilkada ke DPRD bukan sekadar soal efisiensi biaya politik. Bagi Aceh, hal ini berisiko menggeser kendali demokrasi lokal ke tangan partai-partai pusat di Jakarta, mengancam otonomi dan aspirasi rakyat.

Dampak Langsung terhadap Aceh
Aceh yang memiliki sejarah panjang perjuangan demokrasi dan otonomi khusus berpotensi kehilangan suara dalam memilih pemimpin lokal. Kepala daerah bisa saja ditentukan oleh kesepakatan elit partai di ibu kota, bukan aspirasi rakyat Aceh.

Risiko Relasi Kekuasaan Transaksional
Pilkada DPRD berpotensi merubah relasi legislatif–eksekutif dari mekanisme checks and balances menjadi politik transaksi, di mana keputusan politik lebih bergantung pada kesepakatan elite daripada kepentingan publik.Krisis Legitimasi
Data survei menunjukkan publik menolak perubahan mekanisme Pilkada tanpa mandat. Untuk Aceh, mengabaikan aspirasi rakyat bisa memicu ketidakpercayaan terhadap kepala daerah, konflik sosial, dan ketegangan politik baru.

Pertimbangan Ekonomi vs. Demokrasi
Klaim “efisiensi biaya politik” sering dijadikan alasan. Namun, kehilangan legitimasi dan partisipasi publik jauh lebih mahal daripada biaya Pilkada langsung. Demokrasi lokal adalah investasi politik yang tidak bisa digantikan dengan hitungan anggaran semata.
Perubahan mekanisme Pilkada harus memperhatikan aspirasi rakyat Aceh. Tanpa suara publik, efisiensi politik akan menelan harga mahal berupa krisis legitimasi, pelemahan otonomi, dan maraknya politik transaksional.
Aceh sedang memberi peringatan: demokrasi lokal tidak boleh dipangkas demi efisiensi anggaran atau kesepakatan elit pusat.
#fyp #foto #aceh #pilkada #dpr
👆👇👉",https://www.facebook.com/61564699212916/posts/122191697738489973,61564699212916,122191697738489973,https://www.facebook.com/photo/?fbid=122191697726489973&set=a.122161148696489973,https://scontent-ams2-1.xx.fbcdn.net/v/t51.82787-15/613557762_18080952101465862_7078568448010005969_n.webp?stp=dst-jpg_s640x640_tt6&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=FhnkwA_X-iMQ7kNvwEeDlGw&_nc_oc=AdkROFPrQAh_J2Stn9W9HbQ3UIUVT5SwqmBILTOE2u_6hWzieF650kNIl3D1SFXeWvk&_nc_zt=23&_nc_ht=scontent-ams2-1.xx&_nc_gid=SlMlP8XIjBieDUrG2YPToQ&oh=00_AfqsO38zlZNnatlQLQW5btZuvTYjNQ5PFP0ulktiDfXOUA&oe=69659661,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/Husni.Difinubun,1383038157,25696620659957300,Bintang Evav,https://www.facebook.com/groups/417146658331382/permalink/25696620659957300/,2026-01-03 07:31:20,1767421880.0,116.0,96,7,"𝗧𝗼𝗹𝗮𝗸 𝗣𝗶𝗹𝗸𝗮𝗱𝗮 𝗟𝗲𝘄𝗮𝘁 𝗗𝗣𝗥𝗗 = 𝗣𝗲𝗹𝗶𝗵𝗮𝗿𝗮 𝗗𝗲𝗺𝗼𝗸𝗿𝗮𝘀𝗶 𝗠𝗮𝗵𝗮𝗹 𝗱𝗮𝗻 𝗞𝗼𝗿𝘂𝗽.
(Husni Difinubun) 

JAYAPURA, Penolakan terhadap usulan pemilihan kepala daerah melalui DPRD semakin membuka wajah asli kelompok-kelompok yang selama ini diuntungkan oleh mahalnya demokrasi langsung. Usulan Ketua Umum Partai Golkar Bahlil Lahadalia jelas sah secara konstitusional, namun justru diserang oleh pihak-pihak yang tampak alergi terhadap upaya menekan biaya politik.

Dukungan Partai Gerindra, Partai Amanat Nasional (PAN), dan Partai Kebangkitan Bangsa (PKB) memperlihatkan bahwa wacana ini bukan agenda sepihak, melainkan kesepakatan politik rasional demi menyelamatkan keuangan negara dan moral demokrasi.

Kelompok penolak terus berteriak “kemunduran demokrasi” tanpa pernah menjawab fakta paling telanjang: Pilkada langsung adalah mesin pembakar uang. Anggaran negara terkuras, kandidat terjerat utang politik, dan rakyat dijadikan objek mobilisasi transaksional. Mereka yang menolak tidak pernah jujur menjelaskan, siapa sebenarnya yang diuntungkan dari sistem mahal ini?

Lebih buruk lagi, Pilkada langsung telah melahirkan lingkaran setan korupsi.

Kepala daerah terpilih sibuk mengembalikan modal, membayar sponsor politik, dan mengamankan jaringan pendukung. Inilah realitas yang terus disangkal oleh para penolak, seolah-olah menutup mata adalah bentuk keberpihakan pada demokrasi.

Pemilihan melalui DPRD justru mengembalikan demokrasi ke jalur konstitusi. DPRD adalah lembaga representatif hasil pemilu rakyat.

Menolak peran DPRD sama saja dengan merendahkan suara rakyat yang telah memilih wakilnya secara sah.

Kelompok penolak kerap menjual narasi seakan rakyat akan kehilangan hak pilih. Ini adalah ketakutan buatan yang sengaja diproduksi untuk mempertahankan status quo. Hak politik rakyat tetap ada melalui pemilu legislatif. Yang dipangkas hanyalah biaya politik liar dan praktik transaksional.

Ketua Umum Golkar Bahlil Lahadalia dengan lugas menyasar inti persoalan: demokrasi tidak boleh disandera oleh ongkos politik yang tidak masuk akal. Negara berhak dan wajib melakukan koreksi. Menolak koreksi ini berarti memelihara sistem rusak yang telah terbukti gagal.

Dukungan Gerindra, PAN, dan PKB mempertegas bahwa pemerintah memiliki legitimasi politik yang kuat. Kini publik patut bertanya: apakah penolakan ini benar demi rakyat, atau demi kepentingan elite dan cukong politik?

Sudah saatnya Indonesia berhenti dikendalikan oleh romantisme demokrasi mahal. Pilkada lewat DPRD adalah pilihan konstitusional, rasional, dan berani. Siapa pun yang menolak tanpa argumen jujur, patut dicurigai sedang mempertahankan ladang bisnis politik...

#PilkadaDPRD 

#pilkada",https://www.facebook.com/1383038157/posts/25696620659957300,1383038157,25696620659957300,https://www.facebook.com/photo/?fbid=10239182852534652&set=gm.25696620659957300&idorvanity=417146658331382,https://scontent-ams2-1.xx.fbcdn.net/v/t39.30808-6/607092082_10239182852574653_5055231725959578501_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=b8at-YOER2kQ7kNvwFDx3Bp&_nc_oc=AdlgFueWHDvAxzjdyC8VKsS18qeQ_ytPOC0XUozSdRf0Hh-AdHZxgA05xN2MQKwgf-Q&_nc_zt=23&_nc_ht=scontent-ams2-1.xx&_nc_gid=SlMlP8XIjBieDUrG2YPToQ&oh=00_Afoc3_0Z3MO7goSmujGYGheBCkY3PrvPUWS4kwgk5uIgnw&oe=6965B4E0,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/BersamaPresidenJokowi,100064510607568,1275223997971275,Pendukung Merah Putih,https://www.facebook.com/BersamaPresidenJokowi/posts/pfbid0yjYPps6PkqydSqGyNjij6yxPbp6YsnkzA7G91KuVX2ZtmfhCW8KeFedMXyKsvEj8l,2026-01-08 00:27:26,1767828446.0,21.0,13,1,"Like untuk PDI Perjuangan 
Love untul Partai Pendukung Pilkada Bupati dan Gubernur di Pilih Anggota DPRD
#PilkadaLangsung
#PilkadaDPRD
#Rakyat
#DPRD",https://www.facebook.com/100064510607568/posts/1275223997971275,100064510607568,1275223997971275,https://www.facebook.com/photo/?fbid=1275223971304611&set=a.410113974482286,https://scontent-ams2-1.xx.fbcdn.net/v/t39.30808-6/613651956_1275223974637944_4600406756076731799_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=100&ccb=1-7&_nc_sid=833d8c&_nc_ohc=cSOnIRa1yEoQ7kNvwGm2wNu&_nc_oc=Adm0Kb1K78h3XTR89Cr-kG5mzUWNRpCoA58uyrYppVcNSkr0SME36etc9FvPqSXcEPI&_nc_zt=23&_nc_ht=scontent-ams2-1.xx&_nc_gid=SlMlP8XIjBieDUrG2YPToQ&oh=00_Afr69Lcx1vT4YxDY2QoaO2ciUkpCX-wGGpUteTy5BsjDiA&oe=6965B0F7,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/tribunpekanbarufanspage,100064932870014,1327868956054188,Tribun Pekanbaru,https://www.facebook.com/tribunpekanbarufanspage/posts/pfbid0sxV7P5ZqX3ZwzS4M6oRWoEK3Uv8bqxZ6iSykE9mRcrxvVdTN729rGgFPYqBetTWql,2026-01-07 14:22:58,1767792178.0,452.0,588,20,"Prabowo Usulkan Pilkada Dihapus dan Kepala Daerah Dipilih DPRD, Bukan Dipilih Rakyat, Pakar: Pertanda Orde Baru Hidup Kembali",https://www.facebook.com/100064932870014/posts/1327868956054188,100064932870014,1327868956054188,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/mediadakwah13,100050630463198,1437166401314362,Hijrah Ku,https://www.facebook.com/reel/1539806723945397/,2026-01-07 05:00:28,1767758428.0,27.0,0,1,"""JILAT LUDAH SENDIRI!"" Demokrat Putar Haluan Dukung Pilkada DPRD, Khianati SBY? 🤮

#Demokrat #SBY #PilkadaDPRD #JilatLudah #KhianatiDemokrasi #PartaiLabil #KembaliKeOrba #SuaraRakyatMahal #ViralPolitik #MenolakLupa #Trending #Netizen62 #ReelsFB #ViralIndonesia #TrendingTopic #BeritaTerkini #InfoUpdate #KabarTerbaru #NetizenBersuara #ViralHariIni #InfoViral  #Warga62 #Viral #Fyp #Reels #VideoViral #FacebookPro  #FypDong",https://www.facebook.com/100050630463198/posts/1437166401314362,100050630463198,1437166401314362,https://www.facebook.com/reel/1539806723945397/,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/lombokvibes.dotcom,100041614150086,1959424742121312,Lombok Vibes,https://www.facebook.com/lombokvibes.dotcom/posts/pfbid0wFpc49rz2Lo4guhg2nUHJroHjTx8rG5MaHiW2MeDQLkVZJcbBK1oMZwjzQkBKtJwl,2026-01-07 11:31:10,1767781870.0,13.0,7,10,"Hasi survey LSI Denny JA: 66.1% menolak Pilkada ditentukan DPRD. Mayoritas penolak adalah milenial dan Gen Z. 

#PilkadaDPRD #news #survey",https://www.facebook.com/100041614150086/posts/1959424742121312,100041614150086,1959424742121312,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/framingntv,1761311468,10215276301378423,Framing Newstv,https://www.facebook.com/framingntv/posts/pfbid04wQ9NG5dCdtzW4aedzBFzZjQ9VKkSMDaP8GA2qMdjrA7AdkeJN7EvFunJQFtn9tpl,2025-12-30 02:27:12,1767058032.0,193.0,301,12,"NasDem Buka Pintu Pilkada DPRD: Dinilai Sah Konstitusi dan Sejalan Nilai Pancasila

JAKARTA, Framing NewsTV - Fraksi Partai NasDem DPR RI menegaskan bahwa pemilihan kepala daerah (pilkada) melalui Dewan Perwakilan Rakyat Daerah (DPRD) memiliki pijakan konstitusional yang kuat dan tidak bertentangan dengan prinsip demokrasi di Indonesia.

Ketua Fraksi Partai NasDem DPR RI, Viktor Bungtilu Laiskodat, menyatakan bahwa Undang-Undang Dasar 1945 tidak membatasi demokrasi pada satu model pemilihan kepala daerah.

“Konstitusi kita tidak mengunci demokrasi pada satu model. Pilkada melalui DPRD memiliki dasar konstitusional yang sah dan tetap berada dalam koridor demokrasi,” kata Viktor dalam keterangannya di Jakarta, Selasa.

Demokrasi Perwakilan Tetap Konstitusional

Viktor menjelaskan bahwa mekanisme pilkada melalui DPRD merupakan bentuk demokrasi perwakilan yang sah secara konstitusi. Menurutnya, perubahan mekanisme pemilihan kepala daerah bukan dimaksudkan untuk melemahkan demokrasi, melainkan menjaga agar demokrasi tetap sehat dan substansial.

“Demokrasi yang hidup adalah demokrasi yang mampu beradaptasi, memperbaiki diri, dan tetap menjamin keterwakilan rakyat. Selama partisipasi, akuntabilitas, dan kontrol publik dijaga, demokrasi justru diperkuat,” ujarnya.

Ia menegaskan bahwa demokrasi tidak boleh direduksi sekadar menjadi ritual elektoral lima tahunan, tetapi harus mampu melahirkan kepemimpinan daerah yang berintegritas dan efektif.

Sejalan dengan Nilai Pancasila

Lebih lanjut, Viktor menyebut gagasan pilkada melalui DPRD sejalan dengan nilai Pancasila, khususnya sila keempat tentang kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan/perwakilan.

Menurutnya, demokrasi Indonesia sejak awal dirancang tidak hanya sebagai demokrasi elektoral, tetapi juga demokrasi yang menempatkan musyawarah dan perwakilan sebagai fondasi utama pengambilan keputusan politik.

“DPRD adalah lembaga perwakilan yang lahir dari mandat rakyat. Mekanisme pilkada melalui DPRD dapat menghadirkan kepemimpinan daerah yang lahir dari proses permusyawaratan dan tanggung jawab kolektif,” kata Viktor.

Kasus Kepala Daerah Jadi Bahan Evaluasi Sistem

Viktor juga menyinggung maraknya kasus hukum yang menjerat kepala daerah dalam beberapa waktu terakhir. Menurutnya, persoalan tersebut harus menjadi refleksi bersama untuk melakukan pembenahan sistem politik di tingkat daerah.

“Kita tidak bisa hanya menuntut integritas individu, sementara sistem politiknya masih mahal, kompetitif secara tidak sehat, dan rentan mendorong penyalahgunaan kekuasaan,” tegasnya.

Ajak Jaga Persatuan dan Stabilitas Politik

NasDem menilai bahwa perbedaan pandangan terkait sistem pilkada merupakan hal yang wajar dalam demokrasi. Namun, Viktor mengingatkan agar perbedaan tersebut tidak berkembang menjadi polarisasi politik yang mengganggu persatuan nasional.

“Perbedaan pandangan boleh ada, tapi jangan sampai mengganggu persatuan dan arah kemajuan bangsa,” ujarnya.

Ia pun mengajak seluruh elemen bangsa untuk menyikapi wacana pilkada melalui DPRD dengan kejernihan nalar dan kedewasaan sikap, serta tetap berpegang pada nilai-nilai konstitusi sebagai pijakan bersama.

“Demokrasi harus mampu menghasilkan kepemimpinan daerah yang stabil, bertanggung jawab, dan bebas dari tekanan sistemik yang menjauhkan kekuasaan dari kepentingan rakyat,” pungkas Viktor.

#nasdem #pilkada #dprd #politiknasional

========
Sahabat Framing NewsTV, jangan lupa Like, Comment, Ikuti dan Share Facebook Framing NewsTV, serta aktifkan Lonceng Notifikasi agar tidak ketinggalan update isu-isu terkini di Indonesia.",https://www.facebook.com/1761311468/posts/10215276301378423,1761311468,10215276301378423,https://www.facebook.com/photo/?fbid=10215276299338372&set=a.10200742705007597,https://scontent-ams2-1.xx.fbcdn.net/v/t39.30808-6/605690968_10215276299378373_3575962669397928971_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=b5kzKwzEXRAQ7kNvwEmmSa1&_nc_oc=AdkbJqhDgqtbbVGRr6BvBJlGmzimrH_cZbO5gwSpepuTTgbD3XVq1T3t9qFWXEFFJpM&_nc_zt=23&_nc_ht=scontent-ams2-1.xx&_nc_gid=Cxp1imVd2vewv1ynmUHo5Q&oh=00_Afqay5mSfksG8S2XJchBKFnvCx_eiMUD4erTPFVqj5EM3w&oe=6965C304,,,,,,,,,,,,,,,,,,,,
