post_code,post_url,author_username,author_display_name,author_is_verified,text_content,like_count,reply_count,repost_count,quote_count,share_count,view_count,created_at,scraped_at,item_type,reply_id,author_profile_pic_url,author_profile_url,created_at_timestamp,is_liked_by_author,reply_to_username,media_type,has_audio,mentions,hashtags,reply_url
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,ve.views,vesahaja,False,Paling chaos.,1,0,0,0,,,2026-01-02T02:55:13.000Z,2026-01-09T05:24:01.057247,reply,DS_gax7klTu,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/609212030_17843152527670337_3705241258425663451_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=KyXuIOd-EeAQ7kNvwHyGR_h&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfoFzZRhL3OV9od-C-N666PAF_GWftOTNfHjHNR88qn1sw&oe=6965F532&_nc_sid=10d13b,https://www.threads.com/@ve.views,1767322513.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@ve.views/post/DS_gax7klTu
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,syamsi_marsaoly,Syamsi Rabo,False,PAN mendukung.. pada paripurna nanti semua partai koalisi mendukung,0,0,0,0,,,2026-01-02T12:22:51.000Z,2026-01-09T05:24:01.057247,reply,DTAhYRaiY9k,https://instagram.fxap4-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fxap4-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QEnOXqZeOmHJI1U4y5qdSNA-F73LDPCzHuFs_9Hzf3CFmq_N628n_rtL86SZkO6-e4&_nc_ohc=jFezCB5ZvcgQ7kNvwHwpD5t&_nc_gid=UyVyyFGP6tWqX_ftMqsQLQ&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfrRn-Iszu5UVOm9ccvyrVtBD-JcxjOWjpHaLhNXC83jZQ&oe=6965FFEA&_nc_sid=e7f676,https://www.threads.com/@syamsi_marsaoly,1767356571.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@syamsi_marsaoly/post/DTAhYRaiY9k
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,khaerud.amr,haeruddin,False,Baguslah kembali sistem yang dulu,1,0,0,0,,,2026-01-02T06:38:34.000Z,2026-01-09T05:24:01.057247,reply,DS_5-oGEyTD,https://instagram.fxap4-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fxap4-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QEnOXqZeOmHJI1U4y5qdSNA-F73LDPCzHuFs_9Hzf3CFmq_N628n_rtL86SZkO6-e4&_nc_ohc=jFezCB5ZvcgQ7kNvwHwpD5t&_nc_gid=UyVyyFGP6tWqX_ftMqsQLQ&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfrRn-Iszu5UVOm9ccvyrVtBD-JcxjOWjpHaLhNXC83jZQ&oe=6965FFEA&_nc_sid=e7f676,https://www.threads.com/@khaerud.amr,1767335914.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@khaerud.amr/post/DS_5-oGEyTD
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,akhmad.wicaksono,Akhmad Wicaksono,False,Yang lebih paling penting: SEMOGA SI SUBI DAN SI UMING SEGERA LENGSER.,1,0,0,0,,,2026-01-02T03:45:34.000Z,2026-01-09T05:24:01.057247,reply,DS_mLfck6QH,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/540686754_17846821437556575_8291650577871143139_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=jrf7JdxEEhUQ7kNvwFjzLmr&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afq86DmX3pUVzzTSj7NLS24FR59O89-yuYZLHSMKBm3xSA&oe=69660919&_nc_sid=10d13b,https://www.threads.com/@akhmad.wicaksono,1767325534.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@akhmad.wicaksono/post/DS_mLfck6QH
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,wannabefree90,mikusobanda,False,"Aq setuju... Modal nya jadi bupati dan gubernur, terlalu besar.. akhirnya setelah menjabat yg dipikir gimana caranya balik modal... Ya realistis sajalah... Dipilih langsung oleh rakyat atau dprd, gak beda kok bagi saya pribadi",0,0,0,0,,,2026-01-02T07:22:04.000Z,2026-01-09T05:24:01.057247,reply,DS_-9OAEaYP,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/486090900_3579171532392112_2846145337465675709_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=vX6mrudTrSwQ7kNvwHJ8H8L&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afo2958ORu0lW_FbZbn1ZhWl9YS6ZBn6LS3BgQL-DvS1_w&oe=69661819&_nc_sid=10d13b,https://www.threads.com/@wannabefree90,1767338524.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@wannabefree90/post/DS_-9OAEaYP
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,adidhina,Adi Dhina,False,325....dari masa partai.....belum tentu masyarakat......coba saja di sahkan.....apa gak rusuh...,0,0,0,0,,,2026-01-02T06:22:55.000Z,2026-01-09T05:24:01.057247,reply,DS_4L9fAIXH,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/462955826_1230132358296752_4794339994132292553_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4yMDAuYzIifQ&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=CLAccy3Uy60Q7kNvwGSLFVO&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfpxVgqYMEbCA3F7dql0R50HLrRxTDZQvgPbFH4tI_qIaQ&oe=696600AB&_nc_sid=10d13b,https://www.threads.com/@adidhina,1767334975.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@adidhina/post/DS_4L9fAIXH
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,kirokiroppii_,kirokiroppii_,False,"Sy pribadi sih ga setuju kalo pilkada langsung dihilangkan, tapi kalo pdip yang menolak yaudah deh ikut setuju aja🤭🤭🤭",0,0,0,0,,,2026-01-03T09:18:33.000Z,2026-01-09T05:24:01.057247,reply,DTCxFSkE6i1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/491497376_1837974303714049_2523052814152847410_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=xiW5fYW5xisQ7kNvwHrm53p&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfrpD-DGVXoYqcEtgBBxFLqu-IeL5pbv0A3KpLz85u9ZxQ&oe=69661A27&_nc_sid=10d13b,https://www.threads.com/@kirokiroppii_,1767431913.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@kirokiroppii_/post/DTCxFSkE6i1
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,abujiwa,Udin Awal,False,"Yg tidak mihak masih lihat, juragan berani bayar berapa buat suara mereka",0,0,0,0,,,2026-01-02T06:37:08.000Z,2026-01-09T05:24:01.057247,reply,DS_50Glib7n,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/481012028_602882559212711_8591595710066579195_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42NDAuYzIifQ&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=J_DHrzuBym0Q7kNvwHQLL2C&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afoiou5MbDBpZ2ocu6COSVixpRw6s7d1deZ4MTkFChC6_Q&oe=6965EF6B&_nc_sid=10d13b,https://www.threads.com/@abujiwa,1767335828.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@abujiwa/post/DS_50Glib7n
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,buce_iswara,Buce Iswara,False,"Gw sih bodo amat mau dipilih sama rakyat atau sama anggota parlemen, kagak ngaruh..",0,0,0,0,,,2026-01-02T06:27:57.000Z,2026-01-09T05:24:01.057247,reply,DS_4wz0EyTS,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/358522527_303601628691355_4974436081413006609_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=T5TGnwzZ4vAQ7kNvwELujaC&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfqD-KlQ8itnPeH3JVpeLYSybDA341QcDQMHDhVgcFJjMw&oe=696615EF&_nc_sid=10d13b,https://www.threads.com/@buce_iswara,1767335277.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@buce_iswara/post/DS_4wz0EyTS
,https://www.threads.com/@verdianb/post/DS_-j_TE1z3/setelah-itu-presiden-d-pilih-dpr-kelar-deh,arirahmadi0,Ari Rahmadi,False,Hukum partai yg mendukung,0,0,0,0,,,2026-01-02T20:22:32.000Z,2026-01-09T05:24:01.057247,reply,DTBYRkuE40g,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/487952105_1412154210143260_8923166774936423488_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGKyAu0_oApUfz7BvO3xsHRnzgMpu9LV7JYhkbw70rWelcQBkq5lM_Hi1-gpYTLUhM&_nc_ohc=-xwTC7KN4s4Q7kNvwEKiEwL&_nc_gid=S5gLdJoNHt55A_hEWkxNWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfodSwL1tvqU-8D6pp0TDDPNy857crWHdJyv7fEsaGbxMg&oe=6965E53B&_nc_sid=10d13b,https://www.threads.com/@arirahmadi0,1767385352.0,False,disinisadat,19.0,False,[],[],https://www.threads.com/@arirahmadi0/post/DTBYRkuE40g
